@relation BustersKeyboardAgenttraining-data-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C16-L1-weka.filters.unsupervised.attribute.Remove-R19-43-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-R15-16-weka.filters.unsupervised.attribute.Remove-R15

@attribute xPacmanPosition numeric
@attribute yPacmanPosition numeric
@attribute ghostPosition1x numeric
@attribute ghostPosition1y numeric
@attribute ghostPosition2x numeric
@attribute ghostPosition2y numeric
@attribute ghostPosition3x numeric
@attribute ghostPosition3y numeric
@attribute ghostPosition4x numeric
@attribute ghostPosition4y numeric
@attribute distanceGhost1 numeric
@attribute distanceGhost2 numeric
@attribute distanceGhost3 numeric
@attribute distanceGhost4 numeric
@attribute score numeric
@attribute nearestDot numeric
@attribute nextScore numeric

@data
2,4,6,5,2,8,11,9,16,8,5,4,14,17,-14,9999,-15
2,5,6,6,1,8,10,9,15,8,5,4,12,17,-15,9999,-16
2,6,6,6,1,8,9,9,16,8,4,3,10,17,-16,9999,-17
3,6,6,7,1,7,9,8,16,9,4,3,8,15,-17,9999,-18
4,6,6,6,1,8,10,8,16,8,2,5,8,14,-18,9999,181
5,6,1,1,1,8,10,7,16,8,1000,6,6,14,181,9999,180
6,6,1,1,2,8,9,7,17,8,1000,6,4,14,180,9999,179
7,6,1,1,2,9,8,7,18,8,1000,8,2,12,179,9999,178
8,6,1,1,1,9,7,7,17,8,1000,10,2,10,178,9999,177
8,7,1,1,1,9,7,6,16,8,1000,9,2,10,177,9999,176
8,8,1,1,2,9,7,7,16,9,1000,7,2,9,176,9999,175
8,9,1,1,3,9,7,6,16,9,1000,5,4,9,175,9999,174
7,9,1,1,2,9,7,5,17,9,1000,5,4,10,174,9999,173
7,8,1,1,2,8,7,4,17,9,1000,5,4,10,173,9999,172
7,7,1,1,1,8,7,4,17,8,1000,7,3,10,172,9999,171
7,6,1,1,1,8,7,5,16,8,1000,8,1,12,171,9999,370
7,5,1,1,1,7,5,1,16,9,1000,8,1000,14,370,9999,369
7,4,1,1,1,6,5,1,17,9,1000,8,1000,14,369,9999,368
7,3,1,1,1,6,5,1,16,9,1000,9,1000,14,368,9999,367
6,3,1,1,2,6,5,1,16,8,1000,7,1000,16,367,9999,366
5,3,1,1,1,6,5,1,17,8,1000,7,1000,18,366,9999,365
4,3,1,1,1,6,5,1,17,9,1000,6,1000,18,365,9999,364
3,3,1,1,1,5,5,1,16,9,1000,4,1000,18,364,9999,363
2,3,1,1,1,4,5,1,15,9,1000,2,1000,18,363,9999,562
1,3,1,1,3,1,5,1,14,9,1000,1000,1000,19,562,9999,561
1,4,1,1,3,1,5,1,14,9,1000,1000,1000,17,561,9999,560
1,5,1,1,3,1,5,1,13,9,1000,1000,1000,15,560,9999,559
1,6,1,1,3,1,5,1,13,8,1000,1000,1000,15,559,9999,558
1,7,1,1,3,1,5,1,13,9,1000,1000,1000,13,558,9999,557
1,8,1,1,3,1,5,1,12,9,1000,1000,1000,12,557,9999,556
2,8,1,1,3,1,5,1,12,9,1000,1000,1000,10,556,9999,555
3,8,1,1,3,1,5,1,12,8,1000,1000,1000,10,555,9999,554
4,8,1,1,3,1,5,1,12,9,1000,1000,1000,9,554,9999,553
4,8,1,1,3,1,5,1,12,9,1000,1000,1000,8,553,9999,552
4,8,1,1,3,1,5,1,11,9,1000,1000,1000,7,552,9999,551
4,8,1,1,3,1,5,1,11,8,1000,1000,1000,8,551,9999,550
4,8,1,1,3,1,5,1,11,7,1000,1000,1000,9,550,9999,549
4,8,1,1,3,1,5,1,11,6,1000,1000,1000,10,549,9999,548
4,8,1,1,3,1,5,1,11,5,1000,1000,1000,10,548,9999,547
4,8,1,1,3,1,5,1,11,5,1000,1000,1000,10,547,9999,546
4,9,1,1,3,1,5,1,11,5,1000,1000,1000,10,546,9999,545
4,9,1,1,3,1,5,1,11,6,1000,1000,1000,11,545,9999,544
4,9,1,1,3,1,5,1,11,5,1000,1000,1000,10,544,9999,543
5,9,1,1,3,1,5,1,10,5,1000,1000,1000,8,543,9999,542
6,9,1,1,3,1,5,1,10,6,1000,1000,1000,6,542,9999,541
7,9,1,1,3,1,5,1,10,7,1000,1000,1000,4,541,9999,540
8,9,1,1,3,1,5,1,9,7,1000,1000,1000,3,540,9999,539
9,6,1,5,1,8,2,9,19,5,9,10,10,11,-6,9999,-7
8,6,1,6,1,7,2,9,19,5,7,8,9,13,-7,9999,-8
7,6,2,6,1,7,1,9,19,4,5,7,9,13,-8,9999,-9
6,6,2,5,1,6,2,9,18,4,5,5,7,14,-9,9999,-10
5,6,1,5,2,6,3,9,18,4,5,3,5,14,-10,9999,-11
4,6,1,4,2,6,4,9,17,4,5,2,3,16,-11,9999,-12
3,6,1,5,2,6,4,9,17,3,3,1,4,16,-12,9999,187
2,6,1,6,3,1,4,8,17,4,1,1000,4,17,187,9999,186
2,7,2,6,3,1,3,8,17,4,1,1000,2,18,186,9999,185
2,8,2,6,3,1,3,9,17,4,2,1000,2,18,185,9999,184
2,7,3,6,3,1,3,9,16,4,2,1000,3,18,184,9999,183
2,6,4,6,3,1,4,9,17,4,2,1000,5,18,183,9999,182
2,5,3,6,3,1,4,8,17,3,2,1000,5,18,182,9999,181
2,4,3,6,3,1,4,8,18,3,3,1000,6,16,181,9999,180
2,3,4,6,3,1,3,8,17,3,5,1000,6,16,180,9999,179
3,3,5,6,3,1,3,8,17,4,5,1000,5,16,179,9999,178
3,4,5,6,3,1,4,8,18,4,4,1000,5,16,178,9999,177
3,4,6,6,3,1,4,9,18,3,5,1000,6,15,177,9999,176
3,4,6,5,3,1,3,9,18,4,4,1000,5,16,176,9999,175
2,4,6,5,3,1,3,9,18,5,5,1000,6,18,175,9999,174
1,4,7,5,3,1,4,9,18,6,7,1000,8,18,174,9999,173
1,5,8,5,3,1,3,9,18,5,7,1000,6,18,173,9999,172
1,6,9,5,3,1,4,9,18,6,9,1000,6,18,172,9999,171
1,7,9,4,3,1,3,9,18,7,11,1000,4,18,171,9999,170
1,8,9,5,3,1,3,9,18,6,11,1000,3,20,170,9999,169
1,9,9,4,3,1,3,8,19,6,13,1000,3,20,169,9999,168
2,9,9,3,3,1,3,9,18,6,13,1000,1,18,168,9999,367
3,9,9,4,3,1,5,1,17,6,11,1000,1000,16,367,9999,366
4,9,9,5,3,1,5,1,17,7,9,1000,1000,14,366,9999,365
5,9,9,6,3,1,5,1,17,8,7,1000,1000,13,365,9999,364
6,9,8,6,3,1,5,1,17,8,5,1000,1000,11,364,9999,363
7,9,9,6,3,1,5,1,17,9,5,1000,1000,11,363,9999,362
7,8,9,6,3,1,5,1,18,9,4,1000,1000,13,362,9999,361
7,7,10,6,3,1,5,1,19,9,4,1000,1000,14,361,9999,360
7,6,11,6,3,1,5,1,19,9,4,1000,1000,14,360,9999,359
8,6,11,7,3,1,5,1,18,9,4,1000,1000,12,359,9999,358
9,6,11,7,3,1,5,1,18,8,3,1000,1000,12,358,9999,357
10,6,11,6,3,1,5,1,18,9,1,1000,1000,11,357,9999,556
11,6,1,1,3,1,5,1,18,9,1000,1000,1000,9,556,9999,555
11,7,1,1,3,1,5,1,18,8,1000,1000,1000,7,555,9999,554
11,8,1,1,3,1,5,1,18,7,1000,1000,1000,9,554,9999,553
11,9,1,1,3,1,5,1,18,6,1000,1000,1000,10,553,9999,552
12,9,1,1,3,1,5,1,18,6,1000,1000,1000,8,552,9999,551
13,9,1,1,3,1,5,1,17,6,1000,1000,1000,6,551,9999,550
14,9,1,1,3,1,5,1,16,6,1000,1000,1000,6,550,9999,549
15,9,1,1,3,1,5,1,17,6,1000,1000,1000,5,549,9999,548
16,9,1,1,3,1,5,1,17,6,1000,1000,1000,5,548,9999,547
17,9,1,1,3,1,5,1,18,6,1000,1000,1000,3,547,9999,546
3,6,19,3,19,5,19,7,19,9,19,17,17,19,-7,9999,-8
4,6,19,3,19,5,19,7,19,9,18,16,16,18,-8,9999,-9
4,5,19,3,19,5,19,7,19,9,17,15,17,19,-9,9999,-10
4,4,19,3,19,5,19,7,19,9,16,16,18,20,-10,9999,-11
5,4,19,3,19,5,19,7,19,9,15,15,17,19,-11,9999,-12
5,4,19,3,19,5,19,7,19,9,15,15,17,19,-12,9999,-13
5,5,19,3,19,5,19,7,19,9,16,14,16,18,-13,9999,-14
5,6,19,3,19,5,19,7,19,9,17,15,15,17,-14,9999,-15
5,7,19,3,19,5,19,7,19,9,18,16,14,16,-15,9999,-16
6,7,19,3,19,5,19,7,19,9,17,15,13,15,-16,9999,-17
7,7,19,3,19,5,19,7,19,9,16,14,12,14,-17,9999,-18
7,7,19,3,19,5,19,7,19,9,16,14,12,14,-18,9999,-19
7,7,19,3,19,5,19,7,19,9,16,14,12,14,-19,9999,-20
7,6,19,3,19,5,19,7,19,9,15,13,13,15,-20,9999,-21
7,5,19,3,19,5,19,7,19,9,14,12,14,16,-21,9999,-22
7,4,19,3,19,5,19,7,19,9,13,13,15,17,-22,9999,-23
8,4,19,3,19,5,19,7,19,9,12,12,14,16,-23,9999,-24
9,4,19,3,19,5,19,7,19,9,11,11,13,15,-24,9999,-25
10,4,19,3,19,5,19,7,19,9,10,10,12,14,-25,9999,-26
10,4,19,3,19,5,19,7,19,9,10,10,12,14,-26,9999,-27
10,4,19,3,19,5,19,7,19,9,10,10,12,14,-27,9999,-28
10,5,19,3,19,5,19,7,19,9,11,9,11,13,-28,9999,-29
11,5,19,3,19,5,19,7,19,9,10,8,10,12,-29,9999,-30
12,5,19,3,19,5,19,7,19,9,9,7,9,11,-30,9999,-31
13,5,19,3,19,5,19,7,19,9,8,6,8,10,-31,9999,-32
13,5,19,3,19,5,19,7,19,9,8,6,8,10,-32,9999,-33
13,5,19,3,19,5,19,7,19,9,8,6,8,10,-33,9999,-34
13,6,19,3,19,5,19,7,19,9,9,7,7,9,-34,9999,-35
13,7,19,3,19,5,19,7,19,9,10,8,6,8,-35,9999,-36
13,8,19,3,19,5,19,7,19,9,11,9,7,7,-36,9999,-37
14,8,19,3,19,5,19,7,19,9,10,8,6,6,-37,9999,-38
15,8,19,3,19,5,19,7,19,9,9,7,5,5,-38,9999,-39
16,8,19,3,19,5,19,7,19,9,8,6,4,4,-39,9999,-40
16,9,19,3,19,5,19,7,19,9,9,7,5,3,-40,9999,-41
17,9,19,3,19,5,19,7,19,9,8,6,4,2,-41,9999,-42
18,9,19,3,19,5,19,7,19,9,7,5,3,1,-42,9999,157
19,9,19,3,19,5,19,7,7,1,6,4,2,1000,157,9999,156
19,9,19,3,19,5,19,7,7,1,6,4,2,1000,156,9999,155
19,9,19,3,19,5,19,7,7,1,6,4,2,1000,155,9999,154
19,8,19,3,19,5,19,7,7,1,5,3,1,1000,154,9999,353
19,7,19,3,19,5,5,1,7,1,4,2,1000,1000,353,9999,352
19,6,19,3,19,5,5,1,7,1,3,1,1000,1000,352,9999,551
19,5,19,3,3,1,5,1,7,1,2,1000,1000,1000,551,9999,550
9,6,1,3,1,9,19,3,19,9,11,11,13,13,-12,9999,-13
8,6,1,3,1,9,19,3,19,9,10,10,14,14,-13,9999,-14
7,6,1,3,1,9,19,3,19,9,9,9,15,15,-14,9999,-15
7,7,1,3,1,9,19,3,19,9,10,8,16,14,-15,9999,-16
7,8,1,3,1,9,19,3,19,9,11,7,17,13,-16,9999,-17
7,9,1,3,1,9,19,3,19,9,12,6,18,12,-17,9999,-18
6,9,1,3,1,9,19,3,19,9,11,5,19,13,-18,9999,-19
5,9,1,3,1,9,19,3,19,9,10,4,20,14,-19,9999,-20
4,9,1,3,1,9,19,3,19,9,9,3,21,15,-20,9999,-21
4,8,1,3,1,9,19,3,19,9,8,4,20,16,-21,9999,-22
4,7,1,3,1,9,19,3,19,9,7,5,19,17,-22,9999,-23
4,6,1,3,1,9,19,3,19,9,6,6,18,18,-23,9999,-24
3,6,1,3,1,9,19,3,19,9,5,5,19,19,-24,9999,-25
2,6,1,3,1,9,19,3,19,9,4,4,20,20,-25,9999,-26
1,6,1,3,1,9,19,3,19,9,3,3,21,21,-26,9999,-27
1,7,1,3,1,9,19,3,19,9,4,2,22,20,-27,9999,-28
1,8,1,3,1,9,19,3,19,9,5,1,23,19,-28,9999,171
1,9,1,3,3,1,19,3,19,9,6,1000,24,18,171,9999,170
1,8,1,3,3,1,19,3,19,9,5,1000,23,19,170,9999,169
1,7,1,3,3,1,19,3,19,9,4,1000,22,20,169,9999,168
1,6,1,3,3,1,19,3,19,9,3,1000,21,21,168,9999,167
1,5,1,3,3,1,19,3,19,9,2,1000,20,22,167,9999,166
1,4,1,3,3,1,19,3,19,9,1,1000,19,23,166,9999,365
1,3,1,1,3,1,19,3,19,9,1000,1000,18,24,365,9999,364
1,3,1,1,3,1,19,3,19,9,1000,1000,18,24,364,9999,363
1,4,1,1,3,1,19,3,19,9,1000,1000,19,23,363,9999,362
1,5,1,1,3,1,19,3,19,9,1000,1000,20,22,362,9999,361
1,6,1,1,3,1,19,3,19,9,1000,1000,21,21,361,9999,360
1,7,1,1,3,1,19,3,19,9,1000,1000,22,20,360,9999,359
1,8,1,1,3,1,19,3,19,9,1000,1000,23,19,359,9999,358
2,8,1,1,3,1,19,3,19,9,1000,1000,22,18,358,9999,357
3,8,1,1,3,1,19,3,19,9,1000,1000,21,17,357,9999,356
4,8,1,1,3,1,19,3,19,9,1000,1000,20,16,356,9999,355
4,7,1,1,3,1,19,3,19,9,1000,1000,19,17,355,9999,354
4,6,1,1,3,1,19,3,19,9,1000,1000,18,18,354,9999,353
5,6,1,1,3,1,19,3,19,9,1000,1000,17,17,353,9999,352
5,6,1,1,3,1,19,3,19,9,1000,1000,17,17,352,9999,351
5,6,1,1,3,1,19,3,19,9,1000,1000,17,17,351,9999,350
5,7,1,1,3,1,19,3,19,9,1000,1000,18,16,350,9999,349
5,8,1,1,3,1,19,3,19,9,1000,1000,19,15,349,9999,348
5,9,1,1,3,1,19,3,19,9,1000,1000,20,14,348,9999,347
6,9,1,1,3,1,19,3,19,9,1000,1000,19,13,347,9999,346
7,9,1,1,3,1,19,3,19,9,1000,1000,18,12,346,9999,345
7,9,1,1,3,1,19,3,19,9,1000,1000,18,12,345,9999,344
7,8,1,1,3,1,19,3,19,9,1000,1000,17,13,344,9999,343
7,7,1,1,3,1,19,3,19,9,1000,1000,16,14,343,9999,342
7,6,1,1,3,1,19,3,19,9,1000,1000,15,15,342,9999,341
7,7,1,1,3,1,19,3,19,9,1000,1000,16,14,341,9999,340
7,8,1,1,3,1,19,3,19,9,1000,1000,17,13,340,9999,339
8,8,1,1,3,1,19,3,19,9,1000,1000,16,12,339,9999,338
9,8,1,1,3,1,19,3,19,9,1000,1000,15,11,338,9999,337
10,8,1,1,3,1,19,3,19,9,1000,1000,14,10,337,9999,336
10,8,1,1,3,1,19,3,19,9,1000,1000,14,10,336,9999,335
10,9,1,1,3,1,19,3,19,9,1000,1000,15,9,335,9999,334
11,9,1,1,3,1,19,3,19,9,1000,1000,14,8,334,9999,333
12,9,1,1,3,1,19,3,19,9,1000,1000,13,7,333,9999,332
13,9,1,1,3,1,19,3,19,9,1000,1000,12,6,332,9999,331
13,9,1,1,3,1,19,3,19,9,1000,1000,12,6,331,9999,330
13,8,1,1,3,1,19,3,19,9,1000,1000,11,7,330,9999,329
14,8,1,1,3,1,19,3,19,9,1000,1000,10,6,329,9999,328
15,8,1,1,3,1,19,3,19,9,1000,1000,9,5,328,9999,327
15,9,1,1,3,1,19,3,19,9,1000,1000,10,4,327,9999,326
16,9,1,1,3,1,19,3,19,9,1000,1000,9,3,326,9999,325
17,9,1,1,3,1,19,3,19,9,1000,1000,8,2,325,9999,324
18,9,1,1,3,1,19,3,19,9,1000,1000,7,1,324,9999,523
19,9,1,1,3,1,19,3,7,1,1000,1000,6,1000,523,9999,522
19,9,1,1,3,1,19,3,7,1,1000,1000,6,1000,522,9999,521
19,8,1,1,3,1,19,3,7,1,1000,1000,5,1000,521,9999,520
19,7,1,1,3,1,19,3,7,1,1000,1000,4,1000,520,9999,519
19,6,1,1,3,1,19,3,7,1,1000,1000,3,1000,519,9999,518
19,5,1,1,3,1,19,3,7,1,1000,1000,2,1000,518,9999,517
1,4,4,7,18,3,18,5,18,9,6,18,18,23,-6,9999,-7
1,5,4,8,18,4,19,5,19,9,6,18,18,21,-7,9999,-8
1,6,3,8,18,4,19,5,19,8,4,19,19,19,-8,9999,-9
1,7,4,8,18,4,19,6,18,8,4,20,19,18,-9,9999,-10
1,8,4,9,18,5,18,6,18,8,4,20,19,18,-10,9999,-11
2,8,5,9,18,5,19,6,18,7,4,19,19,16,-11,9999,-12
3,8,6,9,18,6,19,6,18,8,4,17,18,16,-12,9999,-13
4,8,7,9,19,6,19,5,18,9,4,17,18,15,-13,9999,-14
4,9,6,9,19,5,19,4,18,9,2,19,20,15,-14,9999,-15
5,9,7,9,19,5,19,3,19,9,2,18,20,13,-15,9999,-16
6,9,7,8,19,4,19,4,18,9,2,18,18,13,-16,9999,-17
7,9,8,8,18,4,19,4,19,9,2,16,17,13,-17,9999,-18
7,9,8,8,18,5,19,5,19,8,2,15,16,14,-18,9999,181
7,8,1,1,19,5,18,5,19,7,1000,15,14,13,181,9999,180
7,7,1,1,18,5,19,5,19,7,1000,13,14,12,180,9999,179
7,6,1,1,18,6,19,6,19,7,1000,11,12,12,179,9999,178
8,6,1,1,19,6,19,5,19,6,1000,11,12,10,178,9999,177
9,6,1,1,19,6,18,5,18,6,1000,10,10,10,177,9999,176
10,6,1,1,19,5,18,5,18,7,1000,10,9,8,176,9999,175
10,6,1,1,19,5,18,6,18,6,1000,10,8,9,175,9999,174
10,7,1,1,19,4,19,6,19,6,1000,12,10,10,174,9999,173
11,7,1,1,18,4,19,7,19,6,1000,10,8,10,173,9999,172
12,7,1,1,18,4,19,8,19,5,1000,9,8,8,172,9999,171
13,7,1,1,18,5,19,9,19,6,1000,7,8,8,171,9999,170
13,7,1,1,18,4,18,9,19,5,1000,8,7,9,170,9999,169
13,7,1,1,18,3,18,8,19,4,1000,9,6,10,169,9999,168
13,8,1,1,19,3,18,8,19,3,1000,11,5,11,168,9999,167
14,8,1,1,19,4,18,8,19,3,1000,9,4,10,167,9999,166
15,8,1,1,19,3,18,7,19,3,1000,9,4,9,166,9999,165
16,8,1,1,19,3,17,7,19,3,1000,8,2,8,165,9999,164
16,8,1,1,19,4,18,7,19,3,1000,7,3,8,164,9999,163
16,9,1,1,19,4,18,7,19,3,1000,8,4,8,163,9999,162
17,9,1,1,18,4,18,6,18,3,1000,6,4,8,162,9999,161
18,9,1,1,19,4,18,5,19,3,1000,6,4,6,161,9999,160
19,9,1,1,19,3,18,6,18,3,1000,6,4,6,160,9999,159
19,9,1,1,19,3,18,7,19,3,1000,6,3,7,159,9999,158
19,8,1,1,18,3,18,7,18,3,1000,6,2,5,158,9999,357
19,7,1,1,18,4,5,1,18,4,1000,4,1000,3,357,9999,356
19,6,1,1,18,5,5,1,19,4,1000,2,1000,3,356,9999,355
19,5,1,1,17,5,5,1,18,4,1000,2,1000,3,355,9999,354
19,4,1,1,18,5,5,1,18,3,1000,2,1000,1,354,9999,353
19,3,1,1,18,6,5,1,18,4,1000,4,1000,3,353,9999,352
18,3,1,1,18,7,5,1,18,5,1000,4,1000,1,352,9999,351
17,3,1,1,19,7,5,1,18,4,1000,6,1000,3,351,9999,350
16,3,1,1,18,7,5,1,19,4,1000,6,1000,3,350,9999,349
16,4,1,1,18,7,5,1,19,3,1000,5,1000,3,349,9999,348
16,5,1,1,17,7,5,1,19,4,1000,3,1000,5,348,9999,347
17,5,1,1,18,7,5,1,19,3,1000,3,1000,3,347,9999,346
18,5,1,1,18,6,5,1,19,4,1000,1,1000,1,346,9999,345
19,5,1,1,18,6,5,1,18,4,1000,2,1000,3,345,9999,344
19,4,1,1,18,6,5,1,18,3,1000,3,1000,2,344,9999,543
19,3,1,1,18,5,5,1,18,3,1000,3,1000,1000,543,9999,542
18,3,1,1,18,5,5,1,7,1,1000,2,1000,1000,542,9999,541
17,3,1,1,18,6,5,1,7,1,1000,4,1000,1000,541,9999,540
16,3,1,1,18,5,5,1,7,1,1000,4,1000,1000,540,9999,539
16,4,1,1,18,5,5,1,7,1,1000,3,1000,1000,539,9999,538
16,5,1,1,18,5,5,1,7,1,1000,2,1000,1000,538,9999,537
16,6,1,1,18,4,5,1,7,1,1000,4,1000,1000,537,9999,536
16,7,1,1,18,5,5,1,7,1,1000,4,1000,1000,536,9999,535
17,7,1,1,17,5,5,1,7,1,1000,2,1000,1000,535,9999,534
18,7,1,1,16,5,5,1,7,1,1000,4,1000,1000,534,9999,533
18,6,1,1,15,5,5,1,7,1,1000,4,1000,1000,533,9999,532
18,5,1,1,15,5,5,1,7,1,1000,3,1000,1000,532,9999,531
18,4,1,1,15,4,5,1,7,1,1000,3,1000,1000,531,9999,530
18,3,1,1,15,3,5,1,7,1,1000,3,1000,1000,530,9999,529
8,4,1,8,1,6,18,6,19,8,11,9,12,16,-5,9999,-6
7,4,2,8,1,7,18,5,19,9,9,9,12,16,-6,9999,-7
7,4,2,9,1,7,18,4,19,8,10,9,11,15,-7,9999,-8
7,5,1,9,2,7,18,4,19,7,10,7,12,15,-8,9999,-9
7,6,1,8,2,6,18,4,19,8,8,5,13,13,-9,9999,-10
6,6,1,7,2,7,19,4,19,7,6,5,15,13,-10,9999,-11
6,6,1,7,1,7,19,4,18,7,6,6,15,14,-11,9999,-12
6,6,1,7,1,7,19,3,18,8,6,6,16,13,-12,9999,-13
6,7,1,6,1,6,19,3,18,7,6,6,17,12,-13,9999,-14
6,7,1,5,1,5,19,4,18,7,7,7,16,13,-14,9999,-15
5,7,2,5,1,6,18,4,18,6,5,5,16,13,-15,9999,-16
4,7,2,5,1,7,18,4,18,7,4,3,17,14,-16,9999,-17
4,7,1,5,1,7,18,4,18,7,5,3,17,15,-17,9999,-18
4,7,2,5,1,8,18,4,18,6,4,4,17,16,-18,9999,-19
4,8,2,5,1,8,19,4,18,5,5,3,19,18,-19,9999,-20
3,8,1,5,2,8,18,4,19,5,5,1,19,20,-20,9999,179
2,8,1,5,3,1,19,4,19,4,4,1000,21,21,179,9999,178
2,7,1,4,3,1,18,4,19,4,4,1000,19,21,178,9999,177
1,7,1,3,3,1,19,4,19,3,4,1000,21,21,177,9999,176
1,7,1,3,3,1,19,3,19,4,4,1000,22,22,176,9999,175
1,7,2,3,3,1,19,3,19,3,5,1000,22,22,175,9999,174
1,6,2,3,3,1,19,4,19,3,4,1000,20,20,174,9999,173
1,5,1,3,3,1,19,4,18,3,2,1000,19,18,173,9999,172
1,4,1,3,3,1,19,3,18,4,1,1000,19,18,172,9999,371
1,3,1,1,3,1,19,3,19,4,1000,1000,18,18,371,9999,370
1,3,1,1,3,1,19,3,19,3,1000,1000,18,19,370,9999,369
1,3,1,1,3,1,19,3,19,4,1000,1000,18,18,369,9999,368
2,3,1,1,3,1,19,3,18,4,1000,1000,17,18,368,9999,367
2,3,1,1,3,1,18,3,18,5,1000,1000,16,19,367,9999,366
2,4,1,1,3,1,17,3,19,5,1000,1000,16,17,366,9999,365
2,5,1,1,3,1,17,3,18,5,1000,1000,17,15,365,9999,364
2,6,1,1,3,1,18,3,17,5,1000,1000,19,17,364,9999,363
2,7,1,1,3,1,17,3,18,5,1000,1000,19,17,363,9999,362
2,8,1,1,3,1,18,3,18,6,1000,1000,21,18,362,9999,361
3,8,1,1,3,1,18,3,18,6,1000,1000,20,16,361,9999,360
4,8,1,1,3,1,17,3,17,6,1000,1000,18,16,360,9999,359
5,8,1,1,3,1,17,3,18,6,1000,1000,17,16,359,9999,358
5,8,1,1,3,1,17,3,18,5,1000,1000,17,15,358,9999,357
5,9,1,1,3,1,18,3,18,6,1000,1000,19,17,357,9999,356
6,9,1,1,3,1,18,3,18,5,1000,1000,18,17,356,9999,355
7,9,1,1,3,1,17,3,18,4,1000,1000,16,16,355,9999,354
7,9,1,1,3,1,17,3,18,4,1000,1000,16,17,354,9999,353
7,9,1,1,3,1,17,3,19,4,1000,1000,16,18,353,9999,352
7,9,1,1,3,1,17,3,19,3,1000,1000,16,18,352,9999,351
7,9,1,1,3,1,17,3,19,3,1000,1000,16,17,351,9999,350
7,8,1,1,3,1,16,3,18,3,1000,1000,14,15,350,9999,349
7,7,1,1,3,1,16,4,17,3,1000,1000,12,15,349,9999,348
7,6,1,1,3,1,16,5,18,3,1000,1000,10,14,348,9999,347
7,7,1,1,3,1,16,4,18,3,1000,1000,12,14,347,9999,346
7,8,1,1,3,1,15,4,18,4,1000,1000,12,14,346,9999,345
7,9,1,1,3,1,16,4,18,5,1000,1000,14,15,345,9999,344
7,9,1,1,3,1,16,4,18,5,1000,1000,14,16,344,9999,343
7,8,1,1,3,1,15,4,19,5,1000,1000,12,16,343,9999,342
7,7,1,1,3,1,16,4,19,4,1000,1000,12,15,342,9999,341
7,6,1,1,3,1,16,4,19,4,1000,1000,11,14,341,9999,340
7,7,1,1,3,1,16,3,19,4,1000,1000,13,15,340,9999,339
7,8,1,1,3,1,16,3,19,4,1000,1000,14,17,339,9999,338
8,8,1,1,3,1,16,4,19,3,1000,1000,12,15,338,9999,337
9,8,1,1,3,1,16,4,18,3,1000,1000,11,14,337,9999,336
10,8,1,1,3,1,16,3,18,3,1000,1000,11,13,336,9999,335
10,9,1,1,3,1,16,4,18,3,1000,1000,11,14,335,9999,334
11,9,1,1,3,1,16,3,18,3,1000,1000,11,12,334,9999,333
12,9,1,1,3,1,17,3,17,3,1000,1000,11,11,333,9999,332
13,9,1,1,3,1,18,3,17,3,1000,1000,11,9,332,9999,331
13,9,1,1,3,1,19,3,16,3,1000,1000,12,8,331,9999,330
13,8,1,1,3,1,19,4,16,4,1000,1000,10,8,330,9999,329
14,8,1,1,3,1,18,4,16,3,1000,1000,8,8,329,9999,328
15,8,1,1,3,1,18,5,17,3,1000,1000,6,7,328,9999,327
16,8,1,1,3,1,18,6,17,3,1000,1000,4,6,327,9999,326
16,8,1,1,3,1,19,6,17,3,1000,1000,5,6,326,9999,325
16,7,1,1,3,1,18,6,17,3,1000,1000,3,4,325,9999,324
16,7,1,1,3,1,19,6,16,3,1000,1000,4,4,324,9999,323
16,7,1,1,3,1,18,6,16,3,1000,1000,3,5,323,9999,322
17,7,1,1,3,1,17,6,17,3,1000,1000,1,5,322,9999,321
18,7,1,1,3,1,17,5,18,3,1000,1000,3,5,321,9999,320
19,7,1,1,3,1,17,5,19,3,1000,1000,4,4,320,9999,319
19,6,1,1,3,1,16,5,19,3,1000,1000,4,3,319,9999,318
19,5,1,1,3,1,17,5,19,3,1000,1000,2,2,318,9999,517
19,4,1,1,3,1,16,5,19,3,1000,1000,4,1000,517,9999,516
19,3,1,1,3,1,15,5,7,1,1000,1000,6,1000,516,9999,515
18,3,1,1,3,1,15,6,7,1,1000,1000,6,1000,515,9999,514
17,3,1,1,3,1,15,6,7,1,1000,1000,5,1000,514,9999,513
16,3,1,1,3,1,15,5,7,1,1000,1000,3,1000,513,9999,512
3,6,6,9,9,6,18,5,18,9,6,6,16,19,-5,2,-6
4,6,5,9,9,6,18,4,19,9,4,5,16,18,-6,3,-7
4,7,6,9,9,7,18,4,19,9,4,5,17,16,-7,4,-8
4,8,6,9,10,7,18,4,19,8,3,7,18,16,-8,5,-9
4,9,7,9,9,7,18,3,19,7,3,7,20,17,-9,6,-10
5,9,7,9,9,7,19,3,19,7,2,6,20,15,-10,7,-11
6,9,7,8,9,7,18,3,18,7,2,5,18,15,-11,8,-12
7,9,7,8,9,8,18,4,18,6,1,3,16,15,-12,8,187
7,9,1,1,9,9,19,4,18,5,1000,2,17,14,187,8,186
7,8,1,1,10,9,19,4,18,6,1000,4,16,14,186,7,185
7,7,1,1,11,9,18,4,19,6,1000,6,14,12,185,7,184
