@relation BustersKeyboardAgenttraining-data-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C16-L1-weka.filters.unsupervised.attribute.Remove-R19-43-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-R15-16-weka.filters.unsupervised.attribute.Remove-R15

@attribute xPacmanPosition numeric
@attribute yPacmanPosition numeric
@attribute ghostPosition1x numeric
@attribute ghostPosition1y numeric
@attribute ghostPosition2x numeric
@attribute ghostPosition2y numeric
@attribute ghostPosition3x numeric
@attribute ghostPosition3y numeric
@attribute ghostPosition4x numeric
@attribute ghostPosition4y numeric
@attribute distanceGhost1 numeric
@attribute distanceGhost2 numeric
@attribute distanceGhost3 numeric
@attribute distanceGhost4 numeric
@attribute score numeric
@attribute nearestDot numeric
@attribute nextScore numeric

@data
15,6,2,3,3,13,5,1,7,1,16,19,1000,1000,326,9999,325
14,6,2,3,2,13,5,1,7,1,15,19,1000,1000,325,9999,324
13,6,1,3,2,12,5,1,7,1,15,17,1000,1000,324,9999,323
12,6,1,4,2,11,5,1,7,1,13,15,1000,1000,323,9999,322
11,6,1,5,3,11,5,1,7,1,11,13,1000,1000,322,9999,321
10,6,1,6,4,11,5,1,7,1,9,11,1000,1000,321,9999,320
9,6,2,6,4,10,5,1,7,1,7,9,1000,1000,320,9999,319
8,6,2,6,3,10,5,1,7,1,6,9,1000,1000,319,9999,318
7,6,2,6,4,10,5,1,7,1,5,7,1000,1000,318,9999,317
6,6,2,6,5,10,5,1,7,1,4,5,1000,1000,317,9999,316
5,6,1,6,5,9,5,1,7,1,4,3,1000,1000,316,9999,315
4,6,1,7,5,8,5,1,7,1,4,3,1000,1000,315,9999,314
3,6,2,7,6,8,5,1,7,1,2,5,1000,1000,314,9999,313
2,6,2,8,6,9,5,1,7,1,2,7,1000,1000,313,9999,512
2,7,1,1,7,9,5,1,7,1,1000,7,1000,1000,512,9999,511
2,8,1,1,7,9,5,1,7,1,1000,6,1000,1000,511,9999,510
2,9,1,1,7,8,5,1,7,1,1000,6,1000,1000,510,9999,509
3,9,1,1,6,8,5,1,7,1,1000,4,1000,1000,509,9999,508
4,9,1,1,6,7,5,1,7,1,1000,4,1000,1000,508,9999,507
5,9,1,1,5,7,5,1,7,1,1000,2,1000,1000,507,9999,506
6,9,1,1,4,7,5,1,7,1,1000,4,1000,1000,506,9999,505
6,8,1,1,5,7,5,1,7,1,1000,2,1000,1000,505,9999,504
9,4,4,3,4,7,12,3,16,7,6,8,4,10,-6,9999,-7
9,3,4,3,4,7,12,3,16,7,5,9,3,11,-7,9999,-8
10,3,4,3,4,7,12,3,16,7,6,10,2,10,-8,9999,-9
11,3,4,3,4,7,12,3,16,7,7,11,1,9,-9,9999,190
12,3,4,3,4,7,5,1,16,7,8,12,1000,8,190,9999,189
11,3,4,3,4,7,5,1,16,7,7,11,1000,9,189,9999,188
10,3,4,3,4,7,5,1,16,7,6,10,1000,10,188,9999,187
9,3,4,3,4,7,5,1,16,7,5,9,1000,11,187,9999,186
8,3,4,3,4,7,5,1,16,7,4,8,1000,12,186,9999,185
7,3,4,3,4,7,5,1,16,7,3,7,1000,13,185,9999,184
6,3,4,3,4,7,5,1,16,7,2,6,1000,14,184,9999,183
5,3,4,3,4,7,5,1,16,7,1,5,1000,15,183,9999,382
4,3,1,1,4,7,5,1,16,7,1000,4,1000,16,382,9999,381
3,3,1,1,4,7,5,1,16,7,1000,5,1000,17,381,9999,380
3,4,1,1,4,7,5,1,16,7,1000,4,1000,16,380,9999,379
3,4,1,1,4,7,5,1,16,7,1000,4,1000,16,379,9999,378
2,4,1,1,4,7,5,1,16,7,1000,5,1000,17,378,9999,377
1,4,1,1,4,7,5,1,16,7,1000,6,1000,18,377,9999,376
1,4,1,1,4,7,5,1,16,7,1000,6,1000,18,376,9999,375
1,5,1,1,4,7,5,1,16,7,1000,5,1000,17,375,9999,374
1,6,1,1,4,7,5,1,16,7,1000,4,1000,16,374,9999,373
1,7,1,1,4,7,5,1,16,7,1000,3,1000,15,373,9999,372
1,7,1,1,4,7,5,1,16,7,1000,3,1000,15,372,9999,371
2,7,1,1,4,7,5,1,16,7,1000,2,1000,14,371,9999,370
3,7,1,1,4,7,5,1,16,7,1000,1,1000,13,370,9999,569
4,7,1,1,3,1,5,1,16,7,1000,1000,1000,12,569,9999,568
5,7,1,1,3,1,5,1,16,7,1000,1000,1000,11,568,9999,567
6,7,1,1,3,1,5,1,16,7,1000,1000,1000,10,567,9999,566
7,7,1,1,3,1,5,1,16,7,1000,1000,1000,9,566,9999,565
8,7,1,1,3,1,5,1,16,7,1000,1000,1000,8,565,9999,564
9,7,1,1,3,1,5,1,16,7,1000,1000,1000,7,564,9999,563
10,7,1,1,3,1,5,1,16,7,1000,1000,1000,6,563,9999,562
11,7,1,1,3,1,5,1,16,7,1000,1000,1000,5,562,9999,561
12,7,1,1,3,1,5,1,16,7,1000,1000,1000,4,561,9999,560
13,7,1,1,3,1,5,1,16,7,1000,1000,1000,3,560,9999,559
14,7,1,1,3,1,5,1,16,7,1000,1000,1000,2,559,9999,558
8,3,4,3,4,7,9,7,17,7,4,8,5,13,-5,9999,-6
7,3,4,3,4,7,9,7,17,7,3,7,6,14,-6,9999,-7
6,3,4,3,4,7,9,7,17,7,2,6,7,15,-7,9999,-8
5,3,4,3,4,7,9,7,17,7,1,5,8,16,-8,9999,191
4,3,1,1,4,7,9,7,17,7,1000,4,9,17,191,9999,190
3,3,1,1,4,7,9,7,17,7,1000,5,10,18,190,9999,189
2,3,1,1,4,7,9,7,17,7,1000,6,11,19,189,9999,188
1,3,1,1,4,7,9,7,17,7,1000,7,12,20,188,9999,187
1,4,1,1,4,7,9,7,17,7,1000,6,11,19,187,9999,186
1,5,1,1,4,7,9,7,17,7,1000,5,10,18,186,9999,185
1,6,1,1,4,7,9,7,17,7,1000,4,9,17,185,9999,184
1,7,1,1,4,7,9,7,17,7,1000,3,8,16,184,9999,183
2,7,1,1,4,7,9,7,17,7,1000,2,7,15,183,9999,182
3,7,1,1,4,7,9,7,17,7,1000,1,6,14,182,9999,381
4,7,1,1,3,1,9,7,17,7,1000,1000,5,13,381,9999,380
5,7,1,1,3,1,9,7,17,7,1000,1000,4,12,380,9999,379
6,7,1,1,3,1,9,7,17,7,1000,1000,3,11,379,9999,378
7,7,1,1,3,1,9,7,17,7,1000,1000,2,10,378,9999,377
8,7,1,1,3,1,9,7,17,7,1000,1000,1,9,377,9999,576
9,7,1,1,3,1,5,1,17,7,1000,1000,1000,8,576,9999,575
10,7,1,1,3,1,5,1,17,7,1000,1000,1000,7,575,9999,574
11,7,1,1,3,1,5,1,17,7,1000,1000,1000,6,574,9999,573
12,7,1,1,3,1,5,1,17,7,1000,1000,1000,5,573,9999,572
13,7,1,1,3,1,5,1,17,7,1000,1000,1000,4,572,9999,571
14,7,1,1,3,1,5,1,17,7,1000,1000,1000,3,571,9999,570
15,7,1,1,3,1,5,1,17,7,1000,1000,1000,2,570,9999,569
9,4,7,3,6,6,12,7,15,7,3,5,6,9,-6,9999,-7
9,3,7,3,6,6,11,7,15,7,2,6,6,9,-7,9999,-8
8,3,7,3,5,6,12,7,15,6,1,6,8,9,-8,9999,191
7,3,1,1,6,6,12,6,14,6,1000,4,8,11,191,9999,190
6,3,1,1,6,7,12,6,15,6,1000,4,9,13,190,9999,189
5,3,1,1,6,7,12,6,15,7,1000,5,10,14,189,9999,188
4,3,1,1,7,7,12,7,15,7,1000,7,12,14,188,9999,187
3,3,1,1,8,7,11,7,14,7,1000,9,12,14,187,9999,186
2,3,1,1,9,7,10,7,14,6,1000,11,12,16,186,9999,185
1,3,1,1,10,7,11,7,15,6,1000,13,14,18,185,9999,184
1,4,1,1,9,7,11,6,16,6,1000,11,12,18,184,9999,183
1,5,1,1,9,7,10,6,16,7,1000,10,10,16,183,9999,182
1,6,1,1,8,7,9,6,16,6,1000,8,8,14,182,9999,181
2,6,1,1,8,6,10,6,15,6,1000,6,8,14,181,9999,180
3,6,1,1,7,6,9,6,15,7,1000,4,6,12,180,9999,179
4,6,1,1,7,6,9,5,15,6,1000,3,6,11,179,9999,178
5,6,1,1,7,7,9,5,15,6,1000,3,5,11,178,9999,177
6,6,1,1,6,7,9,4,16,6,1000,1,5,10,177,9999,176
7,6,1,1,7,7,8,4,16,6,1000,1,3,9,176,9999,175
8,6,1,1,7,6,7,4,16,6,1000,1,3,7,175,9999,174
9,6,1,1,6,6,8,4,15,6,1000,3,3,7,174,9999,173
10,6,1,1,6,6,7,4,16,6,1000,4,5,5,173,9999,172
11,6,1,1,7,6,8,4,15,6,1000,4,5,3,172,9999,171
12,6,1,1,7,7,8,4,14,6,1000,6,6,3,171,9999,170
13,6,1,1,8,7,9,4,15,6,1000,6,6,2,170,9999,169
12,6,1,1,8,7,8,4,15,6,1000,5,6,3,169,9999,168
11,6,1,1,7,7,9,4,15,6,1000,5,4,5,168,9999,167
10,6,1,1,6,7,8,4,16,6,1000,5,4,7,167,9999,166
9,6,1,1,7,7,9,4,17,6,1000,3,2,8,166,9999,365
9,5,1,1,7,6,5,1,17,6,1000,3,1000,10,365,9999,364
9,4,1,1,6,6,5,1,18,6,1000,5,1000,12,364,9999,363
9,3,1,1,5,6,5,1,18,7,1000,7,1000,12,363,9999,362
9,3,1,1,6,6,5,1,18,6,1000,6,1000,12,362,9999,361
9,4,1,1,7,6,5,1,18,6,1000,4,1000,10,361,9999,360
9,5,1,1,7,7,5,1,17,6,1000,4,1000,10,360,9999,359
9,6,1,1,8,7,5,1,17,7,1000,2,1000,9,359,9999,358
8,6,1,1,8,7,5,1,17,7,1000,1,1000,11,358,9999,357
7,6,1,1,9,7,5,1,18,7,1000,3,1000,12,357,9999,356
6,6,1,1,9,7,5,1,18,7,1000,4,1000,13,356,9999,355
6,7,1,1,8,7,5,1,18,7,1000,2,1000,12,355,9999,354
6,6,1,1,7,7,5,1,18,7,1000,2,1000,12,354,9999,353
6,7,1,1,7,7,5,1,17,7,1000,1,1000,12,353,9999,552
7,7,1,1,3,1,5,1,18,7,1000,1000,1000,12,552,9999,551
8,7,1,1,3,1,5,1,18,6,1000,1000,1000,10,551,9999,550
9,7,1,1,3,1,5,1,17,6,1000,1000,1000,10,550,9999,549
10,7,1,1,3,1,5,1,18,6,1000,1000,1000,8,549,9999,548
11,7,1,1,3,1,5,1,18,7,1000,1000,1000,8,548,9999,547
12,7,1,1,3,1,5,1,18,6,1000,1000,1000,6,547,9999,546
13,7,1,1,3,1,5,1,18,7,1000,1000,1000,4,546,9999,545
14,7,1,1,3,1,5,1,17,7,1000,1000,1000,3,545,9999,544
17,3,1,7,5,4,5,7,14,7,20,13,16,6,-9,9999,-10
16,3,1,6,4,4,5,7,15,7,18,13,15,4,-10,9999,-11
15,3,1,6,4,4,4,7,15,6,17,12,15,4,-11,9999,-12
16,3,1,7,4,4,5,7,14,6,19,13,15,6,-12,9999,-13
17,3,1,6,4,4,4,7,14,7,19,14,17,7,-13,9999,-14
18,3,1,6,3,4,3,7,14,7,20,16,19,7,-14,9999,-15
18,4,1,6,3,4,3,7,14,6,19,15,18,7,-15,9999,-16
18,5,1,6,3,4,4,7,13,6,18,16,16,6,-16,9999,-17
18,6,1,6,4,4,5,7,13,6,17,16,14,5,-17,9999,-18
17,6,1,5,4,4,6,7,13,6,17,15,12,4,-18,9999,-19
16,6,1,4,3,4,6,6,13,6,17,15,10,4,-19,9999,-20
15,6,1,4,2,4,6,6,12,6,16,15,9,2,-20,9999,179
14,6,1,4,1,4,6,7,13,6,15,15,9,1000,179,9999,178
13,6,1,4,1,4,5,7,7,1,14,14,9,1000,178,9999,177
12,6,1,5,1,5,6,7,7,1,12,12,7,1000,177,9999,176
11,6,1,5,1,6,6,6,7,1,11,10,5,1000,176,9999,175
10,6,1,6,2,6,5,6,7,1,9,8,5,1000,175,9999,174
10,7,1,6,3,6,5,7,7,1,10,8,5,1000,174,9999,173
10,7,1,5,3,7,6,7,7,1,11,7,4,1000,173,9999,172
10,7,1,6,3,7,6,7,7,1,10,7,4,1000,172,9999,171
9,7,1,5,3,6,6,6,7,1,10,7,4,1000,171,9999,170
8,7,1,5,4,6,6,7,7,1,9,5,2,1000,170,9999,169
7,7,1,4,4,6,6,6,7,1,9,4,2,1000,169,9999,168
6,7,2,4,4,7,5,6,7,1,7,2,2,1000,168,9999,367
5,7,1,4,3,1,5,6,7,1,7,1000,1,1000,367,9999,366
4,7,1,5,3,1,5,6,7,1,5,1000,2,1000,366,9999,565
4,6,1,5,3,1,5,1,7,1,4,1000,1000,1000,565,9999,564
4,6,1,6,3,1,5,1,7,1,3,1000,1000,1000,564,9999,563
5,6,1,6,3,1,5,1,7,1,4,1000,1000,1000,563,9999,562
6,6,1,7,3,1,5,1,7,1,6,1000,1000,1000,562,9999,561
5,6,1,6,3,1,5,1,7,1,4,1000,1000,1000,561,9999,560
4,6,1,7,3,1,5,1,7,1,4,1000,1000,1000,560,9999,559
3,6,1,7,3,1,5,1,7,1,3,1000,1000,1000,559,9999,558
2,6,1,7,3,1,5,1,7,1,2,1000,1000,1000,558,9999,557
1,6,1,7,3,1,5,1,7,1,1,1000,1000,1000,557,9999,556
1,6,2,7,3,1,5,1,7,1,2,1000,1000,1000,556,9999,555
9,6,1,3,3,6,15,6,15,6,11,6,6,6,-6,9999,-7
9,7,1,4,3,6,15,7,15,6,11,7,6,6,-7,9999,-8
9,7,1,5,4,6,15,6,14,6,10,6,7,5,-8,9999,-9
10,7,1,5,4,7,14,6,13,6,11,6,5,3,-9,9999,-10
11,7,1,4,4,7,14,6,12,6,13,7,4,1,-10,9999,-11
12,7,1,4,4,6,15,6,11,6,14,9,4,3,-11,9999,-12
12,6,2,4,4,6,15,7,10,6,12,8,4,3,-12,9999,-13
12,6,2,4,3,6,15,7,10,7,12,9,4,3,-13,9999,-14
11,6,2,4,3,7,15,6,10,7,11,9,4,2,-14,9999,-15
10,6,2,3,3,6,16,6,10,7,11,7,6,2,-15,9999,-16
9,6,3,3,3,7,16,6,9,7,9,7,7,2,-16,9999,-17
9,7,2,3,2,7,16,6,8,7,11,7,8,2,-17,9999,-18
10,7,1,3,1,7,16,6,8,6,13,9,7,2,-18,9999,-19
11,7,1,3,1,7,17,6,9,6,14,10,7,4,-19,9999,-20
12,7,2,3,1,6,18,6,9,5,14,12,7,5,-20,9999,-21
11,7,2,3,1,5,18,5,9,5,13,12,9,4,-21,9999,-22
10,7,2,3,1,5,18,6,9,5,12,11,9,4,-22,9999,-23
9,7,1,3,1,5,18,6,9,4,12,10,10,4,-23,9999,-24
8,7,2,3,1,6,18,6,9,3,10,8,11,5,-24,9999,-25
7,7,2,3,2,6,18,6,9,3,9,6,12,5,-25,9999,-26
8,7,3,3,3,6,18,7,9,4,9,6,10,5,-26,9999,-27
9,7,2,3,3,7,17,7,10,4,11,6,8,5,-27,9999,-28
10,7,3,3,4,7,17,7,11,4,11,6,7,4,-28,9999,-29
11,7,3,3,5,7,17,6,11,4,12,6,7,3,-29,9999,-30
12,7,2,3,5,6,18,6,11,4,14,8,7,4,-30,9999,-31
13,7,2,4,6,6,17,6,11,4,14,8,5,4,-31,9999,-32
14,7,2,4,6,7,17,7,12,4,15,8,3,6,-32,9999,-33
15,7,2,3,5,7,16,7,11,4,17,10,1,8,-33,9999,166
16,7,2,4,5,7,5,1,10,4,17,11,1000,10,166,9999,165
17,7,1,4,4,7,5,1,9,4,19,13,1000,11,165,9999,164
18,7,1,4,4,7,5,1,9,4,20,14,1000,12,164,9999,163
18,7,1,4,5,7,5,1,9,4,20,13,1000,12,163,9999,162
18,6,1,4,4,7,5,1,9,4,19,15,1000,11,162,9999,161
18,5,1,5,4,7,5,1,9,4,17,16,1000,10,161,9999,160
18,4,1,6,3,7,5,1,9,4,19,18,1000,10,160,9999,159
17,4,1,6,2,7,5,1,9,3,18,18,1000,9,159,9999,158
16,4,1,6,1,7,5,1,9,3,17,18,1000,7,158,9999,157
15,4,1,5,1,7,5,1,10,3,15,17,1000,5,157,9999,156
14,4,1,5,1,7,5,1,11,3,14,16,1000,3,156,9999,155
13,4,1,6,2,7,5,1,11,4,14,14,1000,1,155,9999,354
12,4,1,5,2,7,5,1,7,1,12,13,1000,1000,354,9999,353
12,3,1,6,1,7,5,1,7,1,14,15,1000,1000,353,9999,352
11,3,1,7,1,7,5,1,7,1,14,14,1000,1000,352,9999,351
10,3,2,7,2,7,5,1,7,1,12,12,1000,1000,351,9999,350
9,3,1,7,2,6,5,1,7,1,12,10,1000,1000,350,9999,349
8,3,1,7,2,7,5,1,7,1,11,10,1000,1000,349,9999,348
7,3,2,7,1,7,5,1,7,1,9,10,1000,1000,348,9999,347
6,3,1,7,2,7,5,1,7,1,9,8,1000,1000,347,9999,346
5,3,1,7,2,7,5,1,7,1,8,7,1000,1000,346,9999,345
4,3,1,6,1,7,5,1,7,1,6,7,1000,1000,345,9999,344
3,3,1,5,2,7,5,1,7,1,4,5,1000,1000,344,9999,343
2,3,1,4,2,7,5,1,7,1,2,4,1000,1000,343,9999,342
1,3,1,4,2,6,5,1,7,1,1,4,1000,1000,342,9999,541
1,4,1,1,3,6,5,1,7,1,1000,4,1000,1000,541,9999,540
3,4,1,9,4,8,15,8,19,9,7,5,16,21,-9,9999,-10
2,4,1,9,4,8,15,8,19,9,6,6,17,22,-10,9999,-11
2,5,1,9,4,8,15,8,19,9,5,5,16,21,-11,9999,-12
2,6,1,9,4,8,15,8,19,9,4,4,15,20,-12,9999,-13
2,7,1,9,4,8,15,8,19,9,3,3,14,19,-13,9999,-14
2,8,1,9,4,8,15,8,19,9,2,2,13,18,-14,9999,-15
1,8,1,9,4,8,15,8,19,9,1,3,14,19,-15,9999,-16
1,8,1,9,4,8,15,8,19,9,1,3,14,19,-16,9999,-17
1,8,1,9,4,8,15,8,19,9,1,3,14,19,-17,9999,182
1,9,1,1,4,8,15,8,19,9,1000,4,15,18,182,9999,181
1,9,1,1,4,8,15,8,19,9,1000,4,15,18,181,9999,180
2,9,1,1,4,8,15,8,19,9,1000,3,14,17,180,9999,179
3,9,1,1,4,8,15,8,19,9,1000,2,13,16,179,9999,178
4,9,1,1,4,8,15,8,19,9,1000,1,12,15,178,9999,377
4,8,1,1,3,1,15,8,19,9,1000,1000,11,16,377,9999,376
4,8,1,1,3,1,15,8,19,9,1000,1000,11,16,376,9999,375
4,8,1,1,3,1,15,8,19,9,1000,1000,11,16,375,9999,374
4,9,1,1,3,1,15,8,19,9,1000,1000,12,15,374,9999,373
4,9,1,1,3,1,15,8,19,9,1000,1000,12,15,373,9999,372
4,9,1,1,3,1,15,8,19,9,1000,1000,12,15,372,9999,371
5,9,1,1,3,1,15,8,19,9,1000,1000,11,14,371,9999,370
6,9,1,1,3,1,15,8,19,9,1000,1000,10,13,370,9999,369
7,9,1,1,3,1,15,8,19,9,1000,1000,9,12,369,9999,368
8,9,1,1,3,1,15,8,19,9,1000,1000,8,11,368,9999,367
9,9,1,1,3,1,15,8,19,9,1000,1000,7,10,367,9999,366
10,9,1,1,3,1,15,8,19,9,1000,1000,6,9,366,9999,365
11,9,1,1,3,1,15,8,19,9,1000,1000,5,8,365,9999,364
12,9,1,1,3,1,15,8,19,9,1000,1000,4,7,364,9999,363
13,9,1,1,3,1,15,8,19,9,1000,1000,3,6,363,9999,362
14,9,1,1,3,1,15,8,19,9,1000,1000,2,5,362,9999,361
15,9,1,1,3,1,15,8,19,9,1000,1000,1,4,361,9999,560
15,8,1,1,3,1,5,1,19,9,1000,1000,1000,5,560,9999,559
15,8,1,1,3,1,5,1,19,9,1000,1000,1000,5,559,9999,558
15,8,1,1,3,1,5,1,19,9,1000,1000,1000,5,558,9999,557
15,8,1,1,3,1,5,1,19,9,1000,1000,1000,5,557,9999,556
16,8,1,1,3,1,5,1,19,9,1000,1000,1000,4,556,9999,555
17,8,1,1,3,1,5,1,19,9,1000,1000,1000,3,555,9999,554
18,8,1,1,3,1,5,1,19,9,1000,1000,1000,2,554,9999,553
10,5,4,4,4,8,15,8,16,4,7,9,8,7,-9,9999,-10
10,4,4,4,4,8,15,8,16,4,6,10,9,6,-10,9999,-11
10,3,4,4,4,8,15,8,16,4,7,11,10,7,-11,9999,-12
11,3,4,4,4,8,15,8,16,4,8,12,9,6,-12,9999,-13
12,3,4,4,4,8,15,8,16,4,9,13,8,5,-13,9999,-14
13,3,4,4,4,8,15,8,16,4,10,14,7,4,-14,9999,-15
14,3,4,4,4,8,15,8,16,4,11,15,6,3,-15,9999,-16
15,3,4,4,4,8,15,8,16,4,12,16,5,2,-16,9999,-17
16,3,4,4,4,8,15,8,16,4,13,17,6,1,-17,9999,182
16,4,4,4,4,8,15,8,7,1,12,16,5,1000,182,9999,181
16,4,4,4,4,8,15,8,7,1,12,16,5,1000,181,9999,180
17,4,4,4,4,8,15,8,7,1,13,17,6,1000,180,9999,179
18,4,4,4,4,8,15,8,7,1,14,18,7,1000,179,9999,178
19,4,4,4,4,8,15,8,7,1,15,19,8,1000,178,9999,177
19,5,4,4,4,8,15,8,7,1,16,18,7,1000,177,9999,176
19,6,4,4,4,8,15,8,7,1,17,17,6,1000,176,9999,175
19,7,4,4,4,8,15,8,7,1,18,16,5,1000,175,9999,174
19,8,4,4,4,8,15,8,7,1,19,15,4,1000,174,9999,173
18,8,4,4,4,8,15,8,7,1,18,14,3,1000,173,9999,172
17,8,4,4,4,8,15,8,7,1,17,13,2,1000,172,9999,171
16,8,4,4,4,8,15,8,7,1,16,12,1,1000,171,9999,370
15,8,4,4,4,8,5,1,7,1,15,11,1000,1000,370,9999,369
15,9,4,4,4,8,5,1,7,1,16,12,1000,1000,369,9999,368
15,9,4,4,4,8,5,1,7,1,16,12,1000,1000,368,9999,367
14,9,4,4,4,8,5,1,7,1,15,11,1000,1000,367,9999,366
13,9,4,4,4,8,5,1,7,1,14,10,1000,1000,366,9999,365
12,9,4,4,4,8,5,1,7,1,13,9,1000,1000,365,9999,364
11,9,4,4,4,8,5,1,7,1,12,8,1000,1000,364,9999,363
10,9,4,4,4,8,5,1,7,1,11,7,1000,1000,363,9999,362
9,9,4,4,4,8,5,1,7,1,10,6,1000,1000,362,9999,361
8,9,4,4,4,8,5,1,7,1,9,5,1000,1000,361,9999,360
7,9,4,4,4,8,5,1,7,1,8,4,1000,1000,360,9999,359
6,9,4,4,4,8,5,1,7,1,7,3,1000,1000,359,9999,358
5,9,4,4,4,8,5,1,7,1,6,2,1000,1000,358,9999,357
4,9,4,4,4,8,5,1,7,1,5,1,1000,1000,357,9999,556
4,8,4,4,3,1,5,1,7,1,4,1000,1000,1000,556,9999,555
4,8,4,4,3,1,5,1,7,1,4,1000,1000,1000,555,9999,554
3,8,4,4,3,1,5,1,7,1,5,1000,1000,1000,554,9999,553
2,8,4,4,3,1,5,1,7,1,6,1000,1000,1000,553,9999,552
1,8,4,4,3,1,5,1,7,1,7,1000,1000,1000,552,9999,551
1,7,4,4,3,1,5,1,7,1,6,1000,1000,1000,551,9999,550
1,6,4,4,3,1,5,1,7,1,5,1000,1000,1000,550,9999,549
1,5,4,4,3,1,5,1,7,1,4,1000,1000,1000,549,9999,548
1,4,4,4,3,1,5,1,7,1,3,1000,1000,1000,548,9999,547
2,4,4,4,3,1,5,1,7,1,2,1000,1000,1000,547,9999,546
11,3,4,4,3,8,15,9,16,3,8,13,10,6,-6,9999,-7
12,3,3,4,3,9,15,8,16,4,10,15,8,4,-7,9999,-8
13,3,3,3,4,9,15,8,16,3,10,15,7,4,-8,9999,-9
14,3,3,3,4,8,16,8,17,3,11,15,7,3,-9,9999,-10
15,3,3,3,4,9,16,9,17,3,12,17,7,2,-10,9999,-11
16,3,3,3,4,8,15,9,17,3,13,17,7,2,-11,9999,-12
16,4,2,3,4,8,16,9,18,3,15,16,5,2,-12,9999,-13
16,4,2,3,4,8,17,9,17,3,15,16,6,1,-13,9999,186
17,4,3,3,3,8,17,8,7,1,15,18,4,1000,186,9999,185
18,4,3,3,2,8,16,8,7,1,16,20,6,1000,185,9999,184
18,3,3,3,3,8,16,9,7,1,15,20,8,1000,184,9999,183
19,3,3,4,3,8,16,8,7,1,17,21,8,1000,183,9999,182
19,4,4,4,2,8,16,9,7,1,15,21,8,1000,182,9999,181
19,5,4,3,2,9,15,9,7,1,17,21,8,1000,181,9999,180
19,6,4,3,3,9,15,9,7,1,18,19,7,1000,180,9999,179
19,7,5,3,2,9,14,9,7,1,18,19,7,1000,179,9999,178
19,8,6,3,2,8,15,9,7,1,18,17,5,1000,178,9999,177
19,9,6,4,3,8,14,9,7,1,18,17,5,1000,177,9999,176
18,9,6,5,3,8,14,9,7,1,16,16,4,1000,176,9999,175
17,9,6,4,2,8,14,9,7,1,16,16,3,1000,175,9999,174
16,9,6,4,2,8,13,9,7,1,15,15,3,1000,174,9999,173
15,9,6,3,3,8,13,9,7,1,15,13,2,1000,173,9999,372
14,9,6,4,2,8,5,1,7,1,13,13,1000,1000,372,9999,371
13,9,6,4,3,8,5,1,7,1,12,11,1000,1000,371,9999,370
12,9,7,4,2,8,5,1,7,1,10,11,1000,1000,370,9999,369
11,9,7,3,2,8,5,1,7,1,10,10,1000,1000,369,9999,368
10,9,7,4,2,8,5,1,7,1,8,9,1000,1000,368,9999,367
10,8,7,4,2,8,5,1,7,1,7,8,1000,1000,367,9999,366
10,7,7,5,2,8,5,1,7,1,5,9,1000,1000,366,9999,365
10,6,7,6,1,8,5,1,7,1,3,11,1000,1000,365,9999,364
9,6,7,7,1,7,5,1,7,1,3,9,1000,1000,364,9999,363
8,6,7,8,1,6,5,1,7,1,3,7,1000,1000,363,9999,362
7,6,7,7,1,7,5,1,7,1,1,7,1000,1000,362,9999,361
6,6,7,8,1,7,5,1,7,1,3,6,1000,1000,361,9999,360
5,6,8,8,1,8,5,1,7,1,5,6,1000,1000,360,9999,359
6,6,8,8,1,8,5,1,7,1,4,7,1000,1000,359,9999,358
7,6,9,8,1,8,5,1,7,1,4,8,1000,1000,358,9999,357
8,6,9,9,1,9,5,1,7,1,4,10,1000,1000,357,9999,356
8,7,9,9,1,8,5,1,7,1,3,8,1000,1000,356,9999,355
8,8,8,9,2,8,5,1,7,1,1,6,1000,1000,355,9999,554
8,9,1,1,2,9,5,1,7,1,1000,6,1000,1000,554,9999,553
9,9,1,1,3,9,5,1,7,1,1000,6,1000,1000,553,9999,552
10,9,1,1,2,9,5,1,7,1,1000,8,1000,1000,552,9999,551
9,9,1,1,2,8,5,1,7,1,1000,8,1000,1000,551,9999,550
8,9,1,1,1,8,5,1,7,1,1000,8,1000,1000,550,9999,549
7,9,1,1,1,9,5,1,7,1,1000,6,1000,1000,549,9999,548
6,9,1,1,1,9,5,1,7,1,1000,5,1000,1000,548,9999,547
5,9,1,1,2,9,5,1,7,1,1000,3,1000,1000,547,9999,546
4,9,1,1,2,8,5,1,7,1,1000,3,1000,1000,546,9999,545
3,9,1,1,2,8,5,1,7,1,1000,2,1000,1000,545,9999,544
2,9,1,1,1,8,5,1,7,1,1000,2,1000,1000,544,9999,543
1,9,1,1,1,7,5,1,7,1,1000,2,1000,1000,543,9999,542
1,8,1,1,1,6,5,1,7,1,1000,2,1000,1000,542,9999,541
9,3,3,6,4,9,16,9,18,7,9,11,13,14,-6,9999,-7
8,3,4,6,5,9,15,9,18,8,7,9,13,15,-7,9999,-8
7,3,5,6,4,9,14,9,18,8,5,9,13,16,-8,9999,-9
6,3,5,6,5,9,13,9,18,8,4,7,13,18,-9,9999,-10
5,3,5,6,5,9,12,9,18,9,3,6,13,19,-10,9999,-11
4,3,4,6,4,9,12,9,18,9,3,6,14,19,-11,9999,-12
3,3,5,6,4,8,11,9,17,9,5,6,14,19,-12,9999,-13
2,3,6,6,3,8,11,9,16,9,7,6,15,19,-13,9999,-14
