@relation 'BustersKeyboardAgenttraining-data-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C16-L1-weka.filters.unsupervised.attribute.Remove-R18,44,46'

@attribute xPacmanPosition numeric
@attribute yPacmanPosition numeric
@attribute ghostPosition1x numeric
@attribute ghostPosition1y numeric
@attribute ghostPosition2x numeric
@attribute ghostPosition2y numeric
@attribute ghostPosition3x numeric
@attribute ghostPosition3y numeric
@attribute ghostPosition4x numeric
@attribute ghostPosition4y numeric
@attribute distanceGhost1 numeric
@attribute distanceGhost2 numeric
@attribute distanceGhost3 numeric
@attribute distanceGhost4 numeric
@attribute validActions {1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute lastAction {Stop,South,North,West,East}
@attribute aliveGhost {1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute minimap1 {W,E,G}
@attribute minimap2 {W,E,G}
@attribute minimap3 {W,E,G}
@attribute minimap4 {W,E,G}
@attribute minimap5 {W,E,G}
@attribute minimap6 {W,E,G}
@attribute minimap7 {W,E,G}
@attribute minimap8 {W,E,G}
@attribute minimap9 {W,E,G}
@attribute minimap10 {W,E,G}
@attribute minimap11 {W,E,G}
@attribute minimap12 {W,E,G}
@attribute minimap13 {W,E,G}
@attribute minimap14 {W,E,G}
@attribute minimap15 {W,E,G}
@attribute minimap16 {W,E,G}
@attribute minimap17 {W,E,G}
@attribute minimap18 {W,E,G}
@attribute minimap19 {W,E,G}
@attribute minimap20 {W,E,G}
@attribute minimap21 {W,E,G}
@attribute minimap22 {W,E,G}
@attribute minimap23 {W,E,G}
@attribute minimap24 {W,E,G}
@attribute minimap25 {W,E,G}
@attribute action {Stop,South,North,West,East}

@data
8,7,1,1,3,1,9,7,17,7,1000,1000,1,9,111,East,1100,W,W,W,E,W,E,E,E,E,E,E,E,E,G,E,W,W,W,W,W,W,W,W,W,W,East
9,7,1,1,3,1,5,1,17,7,1000,1000,1000,8,111,East,1110,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
10,7,1,1,3,1,5,1,17,7,1000,1000,1000,7,111,East,1110,W,E,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
11,7,1,1,3,1,5,1,17,7,1000,1000,1000,6,111,East,1110,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
12,7,1,1,3,1,5,1,17,7,1000,1000,1000,5,111,East,1110,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
13,7,1,1,3,1,5,1,17,7,1000,1000,1000,4,111,East,1110,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
14,7,1,1,3,1,5,1,17,7,1000,1000,1000,3,111,East,1110,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
15,7,1,1,3,1,5,1,17,7,1000,1000,1000,2,111,East,1110,W,W,W,W,W,E,E,E,E,E,E,E,E,E,G,W,W,W,W,W,W,W,W,W,W,East
9,4,7,3,6,6,12,7,15,7,3,5,6,9,1111,South,0,W,W,W,W,W,G,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,South
9,3,7,3,6,6,11,7,15,7,2,6,6,9,1011,South,0,E,W,W,W,W,W,W,W,W,W,G,E,E,E,E,E,E,E,E,E,W,W,E,W,W,West
8,3,7,3,5,6,12,7,15,6,1,6,8,9,1011,West,0,W,E,W,W,W,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,E,W,West
7,3,1,1,6,6,12,6,14,6,1000,4,8,11,1011,West,1000,E,W,E,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,West
6,3,1,1,6,7,12,6,15,6,1000,4,9,13,1011,West,1000,W,E,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
5,3,1,1,6,7,12,6,15,7,1000,5,10,14,1011,West,1000,E,W,E,W,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
4,3,1,1,7,7,12,7,15,7,1000,7,12,14,1011,West,1000,W,E,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
3,3,1,1,8,7,11,7,14,7,1000,9,12,14,1011,West,1000,G,W,E,W,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,West
2,3,1,1,9,7,10,7,14,6,1000,11,12,16,1011,West,1000,W,G,W,E,W,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,W,W,W,West
1,3,1,1,10,7,11,7,15,6,1000,13,14,18,1010,West,1000,W,W,G,W,E,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,North
1,4,1,1,9,7,11,6,16,6,1000,11,12,18,1110,North,1000,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,North
1,5,1,1,9,7,10,6,16,7,1000,10,10,16,1100,North,1000,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,North
1,6,1,1,8,7,9,6,16,6,1000,8,8,14,1110,North,1000,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,East
2,6,1,1,8,6,10,6,15,6,1000,6,8,14,1011,East,1000,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,East
3,6,1,1,7,6,9,6,15,7,1000,4,6,12,1011,East,1000,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
4,6,1,1,7,6,9,5,15,6,1000,3,6,11,1011,East,1000,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
5,6,1,1,7,7,9,5,15,6,1000,3,5,11,1011,East,1000,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,G,W,W,W,W,W,East
6,6,1,1,6,7,9,4,16,6,1000,1,5,10,1011,East,1000,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,G,E,E,W,W,W,W,W,East
7,6,1,1,7,7,8,4,16,6,1000,1,3,9,1011,East,1000,E,E,E,G,E,W,W,W,W,E,E,E,E,E,E,E,E,G,E,E,W,W,W,W,W,East
8,6,1,1,7,6,7,4,16,6,1000,1,3,7,1011,East,1000,E,G,E,E,E,W,W,W,E,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,East
9,6,1,1,6,6,8,4,15,6,1000,3,3,7,1111,East,1000,E,G,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
10,6,1,1,6,6,7,4,16,6,1000,4,5,5,1011,East,1000,E,E,E,E,E,W,E,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
11,6,1,1,7,6,8,4,15,6,1000,4,5,3,1011,East,1000,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
12,6,1,1,7,7,8,4,14,6,1000,6,6,3,1011,East,1000,E,E,E,E,E,W,W,W,W,W,E,E,E,E,G,E,E,E,E,E,W,W,W,W,W,East
13,6,1,1,8,7,9,4,15,6,1000,6,6,2,1011,East,1000,E,E,E,E,E,W,W,W,W,W,E,E,E,E,G,E,E,E,E,E,W,W,W,W,W,West
12,6,1,1,8,7,8,4,15,6,1000,5,6,3,1011,West,1000,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
11,6,1,1,7,7,9,4,15,6,1000,5,4,5,1011,West,1000,G,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
10,6,1,1,6,7,8,4,16,6,1000,5,4,7,1011,West,1000,G,E,E,E,E,W,E,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
9,6,1,1,7,7,9,4,17,6,1000,3,2,8,1111,West,1000,E,E,G,E,E,W,W,E,W,W,E,E,E,E,E,G,E,E,E,E,W,W,W,W,W,South
9,5,1,1,7,6,5,1,17,6,1000,3,1000,10,1100,South,1010,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,G,E,E,E,E,E,E,E,E,E,South
9,4,1,1,6,6,5,1,18,6,1000,5,1000,12,1111,South,1010,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,South
9,3,1,1,5,6,5,1,18,7,1000,7,1000,12,1011,South,1010,E,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,South
9,3,1,1,6,6,5,1,18,6,1000,6,1000,12,1011,South,1010,E,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,North
9,4,1,1,7,6,5,1,18,6,1000,4,1000,10,1111,North,1010,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,G,E,E,E,E,North
9,5,1,1,7,7,5,1,17,6,1000,4,1000,10,1100,North,1010,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,G,E,E,E,E,North
9,6,1,1,8,7,5,1,17,7,1000,2,1000,9,1111,North,1010,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,G,E,E,E,W,W,W,W,W,West
8,6,1,1,8,7,5,1,17,7,1000,1,1000,11,1011,West,1010,E,E,E,E,E,W,W,W,E,W,E,E,E,E,E,E,E,G,E,E,W,W,W,W,W,West
7,6,1,1,9,7,5,1,18,7,1000,3,1000,12,1011,West,1010,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,G,W,W,W,W,W,West
6,6,1,1,9,7,5,1,18,7,1000,4,1000,13,1011,West,1010,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
6,7,1,1,8,7,5,1,18,7,1000,2,1000,12,111,North,1010,W,W,W,W,W,E,E,E,E,E,E,E,E,E,G,W,W,W,W,W,W,W,W,W,W,South
6,6,1,1,7,7,5,1,18,7,1000,2,1000,12,1011,South,1010,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,G,E,W,W,W,W,W,North
6,7,1,1,7,7,5,1,17,7,1000,1,1000,12,111,North,1010,W,W,W,W,W,E,E,E,E,E,E,E,E,G,E,W,W,W,W,W,W,W,W,W,W,East
7,7,1,1,3,1,5,1,18,7,1000,1000,1000,12,111,East,1110,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
8,7,1,1,3,1,5,1,18,6,1000,1000,1000,10,111,East,1110,W,W,W,E,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
9,7,1,1,3,1,5,1,17,6,1000,1000,1000,10,111,East,1110,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
10,7,1,1,3,1,5,1,18,6,1000,1000,1000,8,111,East,1110,W,E,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
11,7,1,1,3,1,5,1,18,7,1000,1000,1000,8,111,East,1110,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
12,7,1,1,3,1,5,1,18,6,1000,1000,1000,6,111,East,1110,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
13,7,1,1,3,1,5,1,18,7,1000,1000,1000,4,111,East,1110,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
14,7,1,1,3,1,5,1,17,7,1000,1000,1000,3,111,East,1110,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
17,3,1,7,5,4,5,7,14,7,20,13,16,6,1011,West,0,W,W,W,W,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,E,W,West
16,3,1,6,4,4,5,7,15,7,18,13,15,4,1011,West,0,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,West
15,3,1,6,4,4,4,7,15,6,17,12,15,4,1011,West,0,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
16,3,1,7,4,4,5,7,14,6,19,13,15,6,1011,East,0,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,East
17,3,1,6,4,4,4,7,14,7,19,14,17,7,1011,East,0,W,W,W,W,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,E,W,East
18,3,1,6,3,4,3,7,14,7,20,16,19,7,1001,East,0,W,W,W,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,North
18,4,1,6,3,4,3,7,14,6,19,15,18,7,1101,North,0,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,North
18,5,1,6,3,4,4,7,13,6,18,16,16,6,1100,North,0,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,E,E,E,W,W,North
18,6,1,6,4,4,5,7,13,6,17,16,14,5,1101,North,0,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,West
17,6,1,5,4,4,6,7,13,6,17,15,12,4,1011,West,0,E,E,E,E,W,W,W,W,E,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,W,West
16,6,1,4,3,4,6,6,13,6,17,15,10,4,1011,West,0,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
15,6,1,4,2,4,6,6,12,6,16,15,9,2,1011,West,0,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
14,6,1,4,1,4,6,7,13,6,15,15,9,1000,1011,West,1,E,E,E,E,E,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,West
13,6,1,4,1,4,5,7,7,1,14,14,9,1000,1011,West,1,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
12,6,1,5,1,5,6,7,7,1,12,12,7,1000,1011,West,1,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
11,6,1,5,1,6,6,6,7,1,11,10,5,1000,1011,West,1,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
10,6,1,6,2,6,5,6,7,1,9,8,5,1000,1011,West,1,E,E,E,E,E,W,E,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
10,7,1,6,3,6,5,7,7,1,10,8,5,1000,111,North,1,W,E,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,North
10,7,1,5,3,7,6,7,7,1,11,7,4,1000,111,North,1,W,E,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,North
10,7,1,6,3,7,6,7,7,1,10,7,4,1000,111,North,1,W,E,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
9,7,1,5,3,6,6,6,7,1,10,7,4,1000,111,West,1,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
8,7,1,5,4,6,6,7,7,1,9,5,2,1000,111,West,1,W,W,W,E,W,E,E,E,E,E,G,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
7,7,1,4,4,6,6,6,7,1,9,4,2,1000,111,West,1,W,W,W,W,E,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
6,7,2,4,4,7,5,6,7,1,7,2,2,1000,111,West,1,W,W,W,W,W,E,G,E,E,E,G,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
5,7,1,4,3,1,5,6,7,1,7,1000,1,1000,111,West,101,W,W,W,W,W,E,E,G,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
4,7,1,5,3,1,5,6,7,1,5,1000,2,1000,111,West,101,W,W,W,W,W,E,E,E,G,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
4,6,1,5,3,1,5,1,7,1,4,1000,1000,1000,1011,South,111,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,South
4,6,1,6,3,1,5,1,7,1,3,1000,1000,1000,1011,South,111,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
5,6,1,6,3,1,5,1,7,1,4,1000,1000,1000,1011,East,111,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,East
6,6,1,7,3,1,5,1,7,1,6,1000,1000,1000,1011,East,111,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
5,6,1,6,3,1,5,1,7,1,4,1000,1000,1000,1011,West,111,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
4,6,1,7,3,1,5,1,7,1,4,1000,1000,1000,1011,West,111,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
3,6,1,7,3,1,5,1,7,1,3,1000,1000,1000,1011,West,111,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,G,E,E,E,E,W,W,W,W,W,West
2,6,1,7,3,1,5,1,7,1,2,1000,1000,1000,1011,West,111,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,W,G,E,E,E,W,W,W,W,W,West
1,6,1,7,3,1,5,1,7,1,1,1000,1000,1000,1110,West,111,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,W,W,G,E,E,W,W,W,W,W,West
1,6,2,7,3,1,5,1,7,1,2,1000,1000,1000,1110,West,111,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,W,W,E,G,E,W,W,W,W,W,North
9,6,1,3,3,6,15,6,15,6,11,6,6,6,1111,North,0,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
9,7,1,4,3,6,15,7,15,6,11,7,6,6,111,North,0,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,North
9,7,1,5,4,6,15,6,14,6,10,6,7,5,111,North,0,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
10,7,1,5,4,7,14,6,13,6,11,6,5,3,111,East,0,W,E,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
11,7,1,4,4,7,14,6,12,6,13,7,4,1,111,East,0,E,W,W,W,W,E,E,E,G,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
12,7,1,4,4,6,15,6,11,6,14,9,4,3,111,East,0,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
12,6,2,4,4,6,15,7,10,6,12,8,4,3,1011,South,0,E,E,E,E,E,W,W,W,W,W,G,E,E,E,E,E,E,E,E,E,W,W,W,W,W,South
12,6,2,4,3,6,15,7,10,7,12,9,4,3,1011,South,0,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,G,E,E,E,E,W,W,W,W,W,West
11,6,2,4,3,7,15,6,10,7,11,9,4,2,1011,West,0,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,G,E,E,E,W,W,W,W,W,West
10,6,2,3,3,6,16,6,10,7,11,7,6,2,1011,West,0,E,E,E,E,E,W,E,W,W,W,E,E,E,E,E,E,E,G,E,E,W,W,W,W,W,West
9,6,3,3,3,7,16,6,9,7,9,7,7,2,1111,West,0,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,G,E,E,W,W,W,W,W,North
9,7,2,3,2,7,16,6,8,7,11,7,8,2,111,North,0,W,W,E,W,W,E,E,E,E,E,E,G,E,E,E,W,W,W,W,W,W,W,W,W,W,East
10,7,1,3,1,7,16,6,8,6,13,9,7,2,111,East,0,W,E,W,W,W,G,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
11,7,1,3,1,7,17,6,9,6,14,10,7,4,111,East,0,E,W,W,W,W,G,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
12,7,2,3,1,6,18,6,9,5,14,12,7,5,111,East,0,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
11,7,2,3,1,5,18,5,9,5,13,12,9,4,111,West,0,G,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
10,7,2,3,1,5,18,6,9,5,12,11,9,4,111,West,0,W,G,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
9,7,1,3,1,5,18,6,9,4,12,10,10,4,111,West,0,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
8,7,2,3,1,6,18,6,9,3,10,8,11,5,111,West,0,W,W,W,E,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
7,7,2,3,2,6,18,6,9,3,9,6,12,5,111,West,0,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
8,7,3,3,3,6,18,7,9,4,9,6,10,5,111,East,0,W,W,W,E,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
9,7,2,3,3,7,17,7,10,4,11,6,8,5,111,East,0,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
10,7,3,3,4,7,17,7,11,4,11,6,7,4,111,East,0,W,E,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
11,7,3,3,5,7,17,6,11,4,12,6,7,3,111,East,0,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
12,7,2,3,5,6,18,6,11,4,14,8,7,4,111,East,0,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
13,7,2,4,6,6,17,6,11,4,14,8,5,4,111,East,0,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
14,7,2,4,6,7,17,7,12,4,15,8,3,6,111,East,0,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
15,7,2,3,5,7,16,7,11,4,17,10,1,8,111,East,0,W,W,W,W,W,E,E,E,E,E,E,E,E,G,E,W,W,W,W,W,W,W,W,W,W,East
16,7,2,4,5,7,5,1,10,4,17,11,1000,10,111,East,10,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
17,7,1,4,4,7,5,1,9,4,19,13,1000,11,111,East,10,W,W,W,E,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,W,East
18,7,1,4,4,7,5,1,9,4,20,14,1000,12,101,East,10,W,W,E,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,W,W,W,W,W,East
18,7,1,4,5,7,5,1,9,4,20,13,1000,12,101,East,10,W,W,E,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,W,W,W,W,W,South
18,6,1,4,4,7,5,1,9,4,19,15,1000,11,1101,South,10,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,South
18,5,1,5,4,7,5,1,9,4,17,16,1000,10,1100,South,10,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,E,E,E,W,W,South
18,4,1,6,3,7,5,1,9,4,19,18,1000,10,1101,South,10,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,West
17,4,1,6,2,7,5,1,9,3,18,18,1000,9,111,West,10,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,E,W,E,E,E,E,W,West
16,4,1,6,1,7,5,1,9,3,17,18,1000,7,111,West,10,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,West
15,4,1,5,1,7,5,1,10,3,15,17,1000,5,111,West,10,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,West
14,4,1,5,1,7,5,1,11,3,14,16,1000,3,111,West,10,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,West
13,4,1,6,2,7,5,1,11,4,14,14,1000,1,111,West,10,W,W,W,W,W,E,E,E,E,E,G,E,E,E,E,W,W,W,W,W,E,E,E,E,E,West
12,4,1,5,2,7,5,1,7,1,12,13,1000,1000,111,West,11,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,South
12,3,1,6,1,7,5,1,7,1,14,15,1000,1000,1011,South,11,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
11,3,1,7,1,7,5,1,7,1,14,14,1000,1000,1011,West,11,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,West
10,3,2,7,2,7,5,1,7,1,12,12,1000,1000,1011,West,11,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,E,W,W,W,West
9,3,1,7,2,6,5,1,7,1,12,10,1000,1000,1011,West,11,G,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,West
8,3,1,7,2,7,5,1,7,1,11,10,1000,1000,1011,West,11,W,G,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,E,W,West
7,3,2,7,1,7,5,1,7,1,9,10,1000,1000,1011,West,11,G,W,G,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,West
6,3,1,7,2,7,5,1,7,1,9,8,1000,1000,1011,West,11,W,G,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
5,3,1,7,2,7,5,1,7,1,8,7,1000,1000,1011,West,11,E,W,G,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
4,3,1,6,1,7,5,1,7,1,6,7,1000,1000,1011,West,11,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,West
3,3,1,5,2,7,5,1,7,1,4,5,1000,1000,1011,West,11,E,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,G,W,W,W,W,West
2,3,1,4,2,7,5,1,7,1,2,4,1000,1000,1011,West,11,W,E,W,E,W,W,W,W,W,W,W,E,E,E,E,W,G,E,E,E,W,E,W,W,W,West
1,3,1,4,2,6,5,1,7,1,1,4,1000,1000,1010,West,11,W,W,E,W,E,W,W,W,W,W,W,W,E,E,E,W,W,G,E,E,W,W,E,W,W,North
1,4,1,1,3,6,5,1,7,1,1000,4,1000,1000,1110,North,1011,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,G,North
