@relation BasicAgentAAtraining-data

@attribute xPacmanPosition NUMERIC
@attribute yPacmanPosition NUMERIC
@attribute ghostPosition1x NUMERIC
@attribute ghostPosition1y NUMERIC
@attribute ghostPosition2x NUMERIC
@attribute ghostPosition2y NUMERIC
@attribute ghostPosition3x NUMERIC
@attribute ghostPosition3y NUMERIC
@attribute ghostPosition4x NUMERIC
@attribute ghostPosition4y NUMERIC
@attribute distanceGhost1 NUMERIC
@attribute distanceGhost2 NUMERIC
@attribute distanceGhost3 NUMERIC
@attribute distanceGhost4 NUMERIC
@attribute validActions{1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute lastAction{Stop,South,North,West,East}
@attribute aliveGhost{1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute score NUMERIC
@attribute minimap1 {W,E,G}
@attribute minimap2 {W,E,G}
@attribute minimap3 {W,E,G}
@attribute minimap4 {W,E,G}
@attribute minimap5 {W,E,G}
@attribute minimap6 {W,E,G}
@attribute minimap7 {W,E,G}
@attribute minimap8 {W,E,G}
@attribute minimap9 {W,E,G}
@attribute minimap10 {W,E,G}
@attribute minimap11 {W,E,G}
@attribute minimap12 {W,E,G}
@attribute minimap13 {W,E,G}
@attribute minimap14 {W,E,G}
@attribute minimap15 {W,E,G}
@attribute minimap16 {W,E,G}
@attribute minimap17 {W,E,G}
@attribute minimap18 {W,E,G}
@attribute minimap19 {W,E,G}
@attribute minimap20 {W,E,G}
@attribute minimap21 {W,E,G}
@attribute minimap22 {W,E,G}
@attribute minimap23 {W,E,G}
@attribute minimap24 {W,E,G}
@attribute minimap25 {W,E,G}
@attribute nearestDot NUMERIC
@attribute action{Stop,South,North,West,East}
@attribute nextScore NUMERIC

@data
7,9,1,1,3,1,15,8,19,9,1000,1000,9,12,111,East,1100,366,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,365
8,9,1,1,3,1,15,8,19,9,1000,1000,8,11,111,East,1100,365,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,364
9,9,1,1,3,1,15,8,19,9,1000,1000,7,10,111,East,1100,364,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,363
10,9,1,1,3,1,15,8,19,9,1000,1000,6,9,111,East,1100,363,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,362
11,9,1,1,3,1,15,8,19,9,1000,1000,5,8,111,East,1100,362,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,361
12,9,1,1,3,1,15,8,19,9,1000,1000,4,7,111,East,1100,361,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,360
13,9,1,1,3,1,15,8,19,9,1000,1000,3,6,111,East,1100,360,E,E,E,W,W,E,E,E,W,G,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,359
14,9,1,1,3,1,15,8,19,9,1000,1000,2,5,11,East,1100,359,E,E,W,W,W,E,E,W,G,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,358
15,9,1,1,3,1,15,8,19,9,1000,1000,1,4,111,East,1100,358,E,W,W,W,E,E,W,G,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,South,557
15,8,1,1,3,1,5,1,19,9,1000,1000,1000,5,1010,South,1110,557,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,E,E,E,E,W,W,W,W,W,None,East,556
16,8,1,1,3,1,5,1,19,9,1000,1000,1000,4,1011,East,1110,556,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,East,555
17,8,1,1,3,1,5,1,19,9,1000,1000,1000,3,1111,East,1110,555,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,E,E,E,E,G,W,W,W,W,W,None,East,554
18,8,1,1,3,1,5,1,19,9,1000,1000,1000,2,1111,East,1110,554,E,E,E,E,W,W,E,E,E,W,E,E,E,E,W,E,E,E,G,W,W,W,W,W,W,None,North,553
10,6,4,4,4,8,15,8,16,4,8,8,7,8,1111,Stop,0,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,East,-1
11,6,4,4,4,8,15,8,16,4,9,9,6,7,1111,East,0,-1,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,East,-2
12,6,4,4,4,8,15,8,16,4,10,10,5,6,1111,East,0,-2,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,None,East,-3
13,6,4,4,4,8,15,8,16,4,11,11,4,5,1111,East,0,-3,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,E,E,E,W,W,E,E,E,W,G,None,North,-4
13,7,4,4,4,8,15,8,16,4,12,10,3,6,1101,North,0,-4,E,E,E,E,W,E,E,E,E,E,E,E,E,W,W,E,E,E,W,G,E,E,E,E,E,None,North,-5
13,8,4,4,4,8,15,8,16,4,13,9,2,7,1101,North,0,-5,E,E,E,E,E,E,E,E,W,W,E,E,E,W,G,E,E,E,E,E,W,W,W,W,W,None,West,-6
12,8,4,4,4,8,15,8,16,4,12,8,3,8,1111,West,0,-6,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,W,W,W,W,W,None,North,-7
12,9,4,4,4,8,15,8,16,4,13,9,4,9,111,North,0,-7,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,-8
13,9,4,4,4,8,15,8,16,4,14,10,3,8,111,East,0,-8,E,E,E,W,W,E,E,E,W,G,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,-9
14,9,4,4,4,8,15,8,16,4,15,11,2,7,11,East,0,-9,E,E,W,W,W,E,E,W,G,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,-10
15,9,4,4,4,8,15,8,16,4,16,12,1,6,111,East,0,-10,E,W,W,W,E,E,W,G,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,South,189
15,8,4,4,4,8,5,1,16,4,15,11,1000,5,1010,South,10,189,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,E,E,E,E,W,W,W,W,W,None,East,188
16,8,4,4,4,8,5,1,16,4,16,12,1000,4,1011,East,10,188,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,North,187
16,9,4,4,4,8,5,1,16,4,17,13,1000,5,111,North,10,187,W,W,W,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,West,186
15,9,4,4,4,8,5,1,16,4,16,12,1000,6,111,West,10,186,E,W,W,W,E,E,W,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,South,185
15,8,4,4,4,8,5,1,16,4,15,11,1000,5,1010,South,10,185,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,E,E,E,E,W,W,W,W,W,None,East,184
16,8,4,4,4,8,5,1,16,4,16,12,1000,4,1011,East,10,184,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,North,183
16,9,4,4,4,8,5,1,16,4,17,13,1000,5,111,North,10,183,W,W,W,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,182
17,9,4,4,4,8,5,1,16,4,18,14,1000,6,111,East,10,182,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,South,181
17,8,4,4,4,8,5,1,16,4,17,13,1000,5,1111,South,10,181,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,West,180
16,8,4,4,4,8,5,1,16,4,16,12,1000,4,1011,West,10,180,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,North,179
16,9,4,4,4,8,5,1,16,4,17,13,1000,5,111,North,10,179,W,W,W,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,178
17,9,4,4,4,8,5,1,16,4,18,14,1000,6,111,East,10,178,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,South,177
17,8,4,4,4,8,5,1,16,4,17,13,1000,5,1111,South,10,177,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,West,176
16,8,4,4,4,8,5,1,16,4,16,12,1000,4,1011,West,10,176,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,North,175
16,9,4,4,4,8,5,1,16,4,17,13,1000,5,111,North,10,175,W,W,W,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,West,174
15,9,4,4,4,8,5,1,16,4,16,12,1000,6,111,West,10,174,E,W,W,W,E,E,W,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,South,173
15,8,4,4,4,8,5,1,16,4,15,11,1000,5,1010,South,10,173,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,E,E,E,E,W,W,W,W,W,None,East,172
16,8,4,4,4,8,5,1,16,4,16,12,1000,4,1011,East,10,172,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,East,171
17,8,4,4,4,8,5,1,16,4,17,13,1000,5,1111,East,10,171,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,South,170
17,7,4,4,4,8,5,1,16,4,16,14,1000,4,1110,South,10,170,W,W,W,E,E,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,None,South,169
17,6,4,4,4,8,5,1,16,4,15,15,1000,3,1011,South,10,169,W,G,E,E,E,W,W,W,E,E,E,E,E,E,E,W,W,E,E,E,E,E,E,E,E,None,West,168
16,6,4,4,4,8,5,1,16,4,14,14,1000,2,11,West,10,168,E,W,G,E,E,E,W,W,W,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,None,West,167
15,6,4,4,4,8,5,1,16,4,13,13,1000,3,11,West,10,167,E,E,W,G,E,E,E,W,W,W,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,None,West,166
14,6,4,4,4,8,5,1,16,4,12,12,1000,4,111,West,10,166,E,E,E,W,G,E,E,E,W,W,E,E,E,E,E,E,E,W,W,W,E,E,W,E,E,None,South,165
14,5,4,4,4,8,5,1,16,4,11,13,1000,3,1101,South,10,165,E,E,E,E,E,E,E,E,W,G,E,E,E,W,W,E,E,E,E,E,E,E,W,W,W,None,South,164
14,4,4,4,4,8,5,1,16,4,10,14,1000,2,1101,South,10,164,W,W,W,W,W,E,E,E,E,E,E,E,E,W,G,E,E,E,W,W,E,E,E,E,E,None,South,163
14,3,4,4,4,8,5,1,16,4,11,15,1000,3,1011,South,10,163,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,G,E,E,E,W,W,None,East,162
15,3,4,4,4,8,5,1,16,4,12,16,1000,2,11,East,10,162,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,W,G,E,E,E,W,W,W,None,East,161
16,3,4,4,4,8,5,1,16,4,13,17,1000,1,1011,East,10,161,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,W,G,E,E,E,W,W,W,E,None,North,360
16,4,4,4,4,8,5,1,7,1,12,16,1000,1000,110,North,11,360,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,None,East,359
17,4,4,4,4,8,5,1,7,1,13,17,1000,1000,111,East,11,359,W,W,W,W,W,E,E,E,E,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,E,None,East,358
18,4,4,4,4,8,5,1,7,1,14,18,1000,1000,1111,East,11,358,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,E,E,W,E,E,E,E,W,None,East,357
19,4,4,4,4,8,5,1,7,1,15,19,1000,1000,1101,East,11,357,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,None,South,356
19,3,4,4,4,8,5,1,7,1,16,20,1000,1000,1001,South,11,356,W,W,W,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,E,E,W,W,None,West,355
18,3,4,4,4,8,5,1,7,1,15,19,1000,1000,1011,West,11,355,W,W,W,W,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,E,E,W,None,North,354
18,4,4,4,4,8,5,1,7,1,14,18,1000,1000,1111,North,11,354,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,E,E,W,E,E,E,E,W,None,West,353
17,4,4,4,4,8,5,1,7,1,13,17,1000,1000,111,West,11,353,W,W,W,W,W,E,E,E,E,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,E,None,West,352
16,4,4,4,4,8,5,1,7,1,12,16,1000,1000,110,West,11,352,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,None,South,351
16,3,4,4,4,8,5,1,7,1,13,17,1000,1000,1011,South,11,351,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,E,W,W,W,E,None,West,350
15,3,4,4,4,8,5,1,7,1,12,16,1000,1000,11,West,11,350,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,E,E,E,W,W,W,None,West,349
14,3,4,4,4,8,5,1,7,1,11,15,1000,1000,1011,West,11,349,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,E,E,W,W,None,North,348
14,4,4,4,4,8,5,1,7,1,10,14,1000,1000,1101,North,11,348,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,E,E,W,W,E,E,E,E,E,None,West,347
13,4,4,4,4,8,5,1,7,1,9,13,1000,1000,1111,West,11,347,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,None,West,346
12,4,4,4,4,8,5,1,7,1,8,12,1000,1000,1111,West,11,346,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,West,345
11,4,4,4,4,8,5,1,7,1,7,11,1000,1000,1111,West,11,345,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,West,344
10,4,4,4,4,8,5,1,7,1,6,10,1000,1000,1111,West,11,344,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,West,343
9,4,4,4,4,8,5,1,7,1,5,9,1000,1000,1111,West,11,343,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,West,342
8,4,4,4,4,8,5,1,7,1,4,8,1000,1000,1111,West,11,342,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,West,341
7,4,4,4,4,8,5,1,7,1,3,7,1000,1000,1111,West,11,341,W,W,W,W,W,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,None,West,340
6,4,4,4,4,8,5,1,7,1,2,6,1000,1000,1110,West,11,340,W,W,W,W,W,E,E,E,E,E,G,W,E,E,E,W,W,E,E,E,E,E,E,E,E,None,South,339
6,3,4,4,4,8,5,1,7,1,3,7,1000,1000,1011,South,11,339,W,G,W,G,W,W,W,W,W,W,E,E,E,E,E,G,W,E,E,E,W,W,E,E,E,None,West,338
5,3,4,4,4,8,5,1,7,1,2,6,1000,1000,11,West,11,338,E,W,G,W,G,W,W,W,W,W,E,E,E,E,E,E,G,W,E,E,W,W,W,E,E,None,West,337
4,3,4,4,4,8,5,1,7,1,1,5,1000,1000,1011,West,11,337,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,G,W,E,E,W,W,W,E,None,North,536
4,4,1,1,4,8,5,1,7,1,1000,4,1000,1000,101,North,1011,536,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,None,West,535
3,4,1,1,4,8,5,1,7,1,1000,5,1000,1000,111,West,1011,535,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,None,South,534
3,3,1,1,4,8,5,1,7,1,1000,6,1000,1000,1011,South,1011,534,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,None,East,533
4,3,1,1,4,8,5,1,7,1,1000,5,1000,1000,1011,East,1011,533,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,None,North,532
4,4,1,1,4,8,5,1,7,1,1000,4,1000,1000,101,North,1011,532,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,None,West,531
3,4,1,1,4,8,5,1,7,1,1000,5,1000,1000,111,West,1011,531,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,None,West,530
2,4,1,1,4,8,5,1,7,1,1000,6,1000,1000,1111,West,1011,530,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,None,North,529
2,5,1,1,4,8,5,1,7,1,1000,5,1000,1000,1101,North,1011,529,W,E,E,E,E,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,W,E,E,W,W,None,North,528
2,6,1,1,4,8,5,1,7,1,1000,4,1000,1000,1111,North,1011,528,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,W,E,E,W,W,W,E,E,E,G,None,North,527
2,7,1,1,4,8,5,1,7,1,1000,3,1000,1000,1101,North,1011,527,W,E,E,W,W,W,E,E,E,E,W,E,E,W,W,W,E,E,E,G,W,E,E,E,E,None,North,526
2,8,1,1,4,8,5,1,7,1,1000,2,1000,1000,1111,North,1011,526,W,E,E,E,E,W,E,E,W,W,W,E,E,E,G,W,E,E,E,E,W,W,W,W,W,None,East,525
10,3,4,4,4,8,15,8,16,4,7,11,10,7,1011,Stop,0,0,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,North,-1
10,4,4,4,4,9,15,9,16,4,6,11,10,7,1111,North,0,-1,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,West,-2
9,4,4,3,5,9,14,9,16,3,6,9,10,7,1111,West,0,-2,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,South,-3
9,3,3,3,5,9,13,9,16,4,6,10,10,8,1011,South,0,-3,E,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,West,-4
8,3,2,3,5,9,12,9,16,4,6,9,10,10,1011,West,0,-4,W,E,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,West,-5
7,3,3,3,5,9,12,8,17,4,4,8,10,11,1011,West,0,-5,E,W,E,W,W,W,W,W,W,W,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,None,West,-6
6,3,2,3,6,9,12,7,17,4,4,6,10,12,1011,West,0,-6,W,E,W,E,W,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,W,W,E,E,E,None,West,-7
5,3,2,4,7,9,12,6,17,4,4,8,10,12,11,West,0,-7,E,W,E,W,E,W,W,W,W,W,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,None,West,-8
4,3,2,3,6,9,11,6,17,3,2,8,10,14,1011,West,0,-8,W,E,W,E,W,W,W,W,W,W,G,E,E,E,E,E,E,E,W,E,E,W,W,W,E,None,West,191
3,3,1,1,6,9,12,6,17,4,1000,9,12,16,1011,West,1000,191,G,W,E,W,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,None,North,190
3,4,1,1,5,9,12,5,18,4,1000,7,10,14,111,North,1000,190,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,None,East,189
4,4,1,1,5,9,12,4,17,4,1000,6,8,12,101,East,1000,189,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,E,None,South,188
4,3,1,1,5,9,12,3,16,4,1000,7,8,13,1011,South,1000,188,W,E,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,None,East,187
5,3,1,1,6,9,11,3,16,4,1000,7,6,11,11,East,1000,187,E,W,E,W,E,W,W,W,W,W,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,None,East,186
6,3,1,1,6,8,12,3,16,3,1000,5,6,10,1011,East,1000,186,W,E,W,E,W,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,W,W,E,E,E,None,North,185
6,4,1,1,6,9,12,3,16,3,1000,5,7,10,1110,North,1000,185,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,W,W,E,E,E,E,E,E,E,E,None,North,184
6,5,1,1,7,9,12,3,16,4,1000,5,8,11,1110,North,1000,184,E,E,E,E,E,E,W,E,E,E,W,W,E,E,E,E,E,E,E,E,W,W,E,E,E,None,North,183
6,6,1,1,6,9,12,4,16,4,1000,3,8,13,1111,North,1000,183,E,W,E,E,E,W,W,E,E,E,E,E,E,E,E,W,W,E,E,E,E,W,E,E,E,None,North,182
6,7,1,1,5,9,12,5,17,4,1000,3,8,13,1110,North,1000,182,W,W,E,E,E,E,E,E,E,E,W,W,E,E,E,E,W,E,E,E,E,G,E,E,E,None,North,181
6,8,1,1,5,9,13,5,16,4,1000,2,10,15,1110,North,1000,181,E,E,E,E,E,W,W,E,E,E,E,W,E,E,E,E,G,E,E,E,W,W,W,W,W,None,North,180
6,9,1,1,4,9,13,6,17,4,1000,2,10,17,111,North,1000,180,W,W,E,E,E,E,W,E,E,E,G,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,West,179
5,9,1,1,3,9,13,6,17,3,1000,2,11,19,11,West,1000,179,W,W,W,E,E,E,E,W,E,E,G,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,West,178
4,9,1,1,3,8,13,7,18,3,1000,2,11,19,111,West,1000,178,E,W,W,W,E,E,G,E,W,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,South,177
4,8,1,1,3,9,12,7,18,4,1000,2,9,17,1001,South,1000,177,E,E,E,E,E,E,W,W,W,E,E,E,E,W,E,E,G,E,E,E,W,W,W,W,W,None,West,376
3,8,1,1,3,1,12,7,18,5,1000,1000,10,19,1011,West,1100,376,E,E,E,E,E,E,E,W,W,W,E,E,E,E,W,E,E,E,E,E,W,W,W,W,W,None,North,375
3,9,1,1,3,1,12,6,19,5,1000,1000,12,21,111,North,1100,375,E,E,W,W,W,E,E,E,E,W,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,374
4,9,1,1,3,1,11,6,19,4,1000,1000,10,21,111,East,1100,374,E,W,W,W,E,E,E,E,W,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,373
5,9,1,1,3,1,11,7,19,3,1000,1000,8,19,11,East,1100,373,W,W,W,E,E,E,E,W,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,372
6,9,1,1,3,1,11,7,19,4,1000,1000,7,17,111,East,1100,372,W,W,E,E,E,E,W,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,371
7,9,1,1,3,1,11,7,19,5,1000,1000,6,15,111,East,1100,371,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,370
8,9,1,1,3,1,11,6,18,5,1000,1000,6,15,111,East,1100,370,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,369
9,9,1,1,3,1,12,6,19,5,1000,1000,6,14,111,East,1100,369,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,368
10,9,1,1,3,1,11,6,19,5,1000,1000,4,12,111,East,1100,368,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,East,367
11,9,1,1,3,1,11,5,19,6,1000,1000,4,10,111,East,1100,367,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,None,South,366
11,8,1,1,3,1,11,4,19,7,1000,1000,4,9,1111,South,1100,366,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,None,South,365
11,7,1,1,3,1,11,4,19,7,1000,1000,3,7,1111,South,1100,365,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,South,364
11,6,1,1,3,1,11,5,18,7,1000,1000,1,9,1111,South,1100,364,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,South,563
11,5,1,1,3,1,5,1,18,8,1000,1000,1000,11,1111,South,1110,563,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,East,562
12,5,1,1,3,1,5,1,18,9,1000,1000,1000,9,1111,East,1110,562,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,None,East,561
13,5,1,1,3,1,5,1,18,8,1000,1000,1000,9,1111,East,1110,561,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,E,E,E,W,W,None,East,560
14,5,1,1,3,1,5,1,19,8,1000,1000,1000,7,1101,East,1110,560,E,E,E,E,E,E,E,E,W,E,E,E,E,W,W,E,E,E,E,E,E,E,W,W,W,None,North,559
14,6,1,1,3,1,5,1,19,7,1000,1000,1000,5,111,North,1110,559,E,E,E,W,E,E,E,E,W,W,E,E,E,E,E,E,E,W,W,W,E,E,W,E,E,None,East,558
15,6,1,1,3,1,5,1,19,6,1000,1000,1000,5,11,East,1110,558,E,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,None,East,557
16,6,1,1,3,1,5,1,19,5,1000,1000,1000,3,11,East,1110,557,E,W,E,E,E,E,W,W,W,E,E,E,E,E,E,W,W,W,E,E,W,E,E,E,E,None,East,556
10,3,3,6,4,8,15,8,17,6,10,11,10,10,1011,Stop,0,0,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,North,-1
10,4,2,6,4,8,15,9,17,6,10,10,10,8,1111,North,0,-1,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,East,-2
11,4,2,5,4,8,15,9,16,6,10,11,9,8,1111,East,0,-2,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,East,-3
12,4,2,5,4,9,16,9,17,6,11,13,9,8,1111,East,0,-3,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,None,East,-4
13,4,2,5,5,9,17,9,18,6,12,13,9,8,1111,East,0,-4,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,None,East,-5
14,4,2,4,5,9,17,8,19,6,12,14,7,6,1101,East,0,-5,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,E,E,W,W,E,E,E,E,E,None,North,-6
